
11 Tydlighet och flexibilitet Förslag:;En//DT|UTR|SIN|IND//det//4 ny//JJ|POS|UTR|SIN|IND|NOM//amod//4 och//KN//cc//3 moderniserad//PC|PRF|UTR|SIN|IND|NOM//conj//1 lag//NN|UTR|SIN|IND|NOM//nsubj//5 ersätter//VB|PRS|AKT//ROOT//5 den//DT|UTR|SIN|DEF//det//8 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//8 lagen//NN|UTR|SIN|DEF|NOM//obj//5 .//MAD//punct//5
13.3 Vilket bistånd kan lämnas till en flykting eller statslös?;Om//SN//mark//30 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//30 krävs//VB|PRS|SFO//advcl//13 att//SN//mark//34 en//DT|UTR|SIN|IND//det//33 hänvändelse//NN|UTR|SIN|IND|NOM//nsubj//34 sker//VB|PRS|AKT//dep//30 till//PP//case//37 en//DT|UTR|SIN|IND//det//37 lokal//JJ|POS|UTR|SIN|IND|NOM//obl//34 eller//KN//cc//40 central//JJ|POS|UTR|SIN|IND|NOM//amod//40 myndighet//NN|UTR|SIN|IND|NOM//conj//37 i//PP//case//42 landet//NN|NEU|SIN|DEF|NOM//nmod//40 ,//MID//punct//44 blir//VB|PRS|AKT//ROOT//44 de//DT|UTR/NEU|PLU|DEF//det//46 förhållanden//NN|NEU|PLU|IND|NOM//nsubj//44 som//HP|-|-|-//nsubj//48 råder//VB|PRS|AKT//acl:relcl//46 där//AB//advmod//48 avgörande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//48 för//PP//mark//56 om//SN//mark//56 det//PN|NEU|SIN|DEF|SUB/OBJ//det//54 överhuvudtaget//AB//nsubj//56 är//VB|PRS|AKT//cop//56 möjligt//JJ|POS|NEU|SIN|IND|NOM//advcl//48 att//IE//mark//58 göra//VB|INF|AKT//csubj//56 en//DT|UTR|SIN|IND//det//60 framställning//NN|UTR|SIN|IND|NOM//obj//58 respektive//AB//cc//65 om//SN//mark//65 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj:pass//65 ska//VB|PRS|AKT//aux//65 göras//VB|INF|SFO//conj//58 i//PP//case//68 officiell//JJ|POS|UTR|SIN|IND|NOM//amod//68 form//NN|UTR|SIN|IND|NOM//obl//65 eller//KN//cc//71 under//PP//case//71 hand//NN|UTR|SIN|IND|NOM//conj//68 .//MAD//punct//44
13.3 Vilket bistånd kan lämnas till en flykting eller statslös?;I//PP//case//1 praktiken//NN|UTR|SIN|DEF|NOM//obl//5 kan//VB|PRS|AKT//aux//5 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//5 också//AB//advmod//5 vara//VB|INF|AKT//ROOT//5 så//AB//advmod//5 att//SN//fixed//6 en//DT|UTR|SIN|IND//det//10 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//10 utlandsmyndighet//NN|UTR|SIN|IND|NOM//nsubj//13 inte//AB//advmod//13 kan//VB|PRS|AKT//aux//13 uppträda//VB|INF|AKT//parataxis//5 till//PP//case//15 förmån//NN|UTR|SIN|IND|NOM//obl//13 för//PP//case//18 en//DT|UTR|SIN|IND//det//18 flykting//NN|UTR|SIN|IND|NOM//obl//13 i//PP//case//23 förhållande//NN|NEU|SIN|IND|NOM//fixed//19 till//PP//fixed//19 det//DT|NEU|SIN|DEF//det//23 land//NN|NEU|SIN|IND|NOM//nmod//18 där//HA//advmod//28 han//PN|UTR|SIN|DEF|SUB//nsubj//28 eller//KN//cc//27 hon//PN|UTR|SIN|DEF|SUB//conj//25 är//VB|PRS|AKT//acl:relcl//23 eller//KN//cc//32 har//VB|PRS|AKT//aux//32 varit//VB|SUP|AKT//cop//32 medborgare//NN|UTR|PLU|IND|NOM//conj//13 eller//KN//cc//35 tidigare//AB|KOM//advmod//35 haft//VB|SUP|AKT//conj//13 sin//PS|UTR|SIN|DEF//nmod:poss//38 vanliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//38 vistelseort//NN|UTR|SIN|IND|NOM//obj//35 .//MAD//punct//13
13.3 Vilket bistånd kan lämnas till en flykting eller statslös?;Motsvarande//NN|NEU|SIN|IND|NOM//amod//41 gäller//VB|PRS|AKT//conj//13 för//PP//case//45 en//DT|UTR|SIN|IND//det//45 statslös//JJ|POS|UTR|SIN|IND|NOM//amod//45 person//NN|UTR|SIN|IND|NOM//obl//41 gentemot//PP//case//49 det//DT|NEU|SIN|DEF//det//49 tidigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//49 hemlandet//NN|NEU|SIN|DEF|NOM//nmod//45 .//MAD//punct//13
13.3 Vilket bistånd kan lämnas till en flykting eller statslös?;En//DT|UTR|SIN|IND//det//52 utlandsmyndighet//NN|UTR|SIN|IND|NOM//nsubj//57 bör//VB|PRS|AKT//aux//57 t.ex.//AB|AN//advmod//57 normalt//AB|POS//advmod//57 inte//AB//advmod//57 uppträda//VB|INF|AKT//conj//13 till//PP//case//59 förmån//NN|UTR|SIN|IND|NOM//obl//57 för//PP//case//64 en//DT|UTR|SIN|IND//det//62 frihetsberövad//PC|PRF|UTR|SIN|IND|NOM//amod//64  //_SP////62 flykting//NN|UTR|SIN|IND|NOM//nmod//59 i//PP//case//68 förhållande//NN|NEU|SIN|IND|NOM//fixed//65 till//PP//fixed//65 myndigheterna//NN|UTR|PLU|DEF|NOM//nmod//64 i//PP//case//71 det//DT|NEU|SIN|DEF//det//71 land//NN|NEU|SIN|IND|NOM//nmod//68 i//PP//case//73 vilket//HP|NEU|SIN|IND//det//74 vederbörande//NN|UTR|SIN|IND|NOM//advcl//57 är//VB|PRS|AKT//cop//74 eller//KN//cc//79 har//VB|PRS|AKT//aux//79 varit//VB|SUP|AKT//cop//79 medborgare//NN|UTR|PLU|IND|NOM//conj//74 eller//KN//cc//82 tidigare//AB|KOM//advmod//82 haft//VB|SUP|AKT//conj//74 sin//PS|UTR|SIN|DEF//nmod:poss//84 vistelseort//NN|UTR|SIN|IND|NOM//obj//82 .//MAD//punct//13
13.3 Vilket bistånd kan lämnas till en flykting eller statslös?;När//HA//case//6 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//0 gäller//VB|PRS|AKT//fixed//0  //_SP////2 tillfälligt//JJ|POS|NEU|SIN|IND|NOM//advmod//6 ekonomiskt//JJ|POS|NEU|SIN|IND|NOM//amod//6 bistånd//NN|NEU|SIN|IND|NOM//obl//19 eller//KN//cc//10  //_SP////7 ekonomiskt//JJ|POS|NEU|SIN|IND|NOM//amod//10 bistånd//NN|NEU|SIN|IND|NOM//conj//6 till//PP//case//12 den//PN|UTR|SIN|DEF|SUB/OBJ//obl//6 som//HP|-|-|-//nsubj//15 blivit//VB|SUP|AKT//aux:pass//15 utsatt//PC|PRF|UTR|SIN|IND|NOM//acl:relcl//12 för//PP//case//17 brott//NN|NEU|PLU|IND|NOM//obl//15 utomlands//AB//advmod//19 gäller//VB|PRS|AKT//ROOT//19 inga//DT|UTR/NEU|PLU|IND//det//22 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 restriktioner//NN|UTR|PLU|IND|NOM//obj//19 än//KN//mark//27 som//HP|-|-|-//nsubj//27 kan//VB|PRS|AKT//aux//27 vara//VB|INF|AKT//cop//27 motiverade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl//22 av//PP//mark//35 att//SN//mark//35 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//35 som//HP|-|-|-//nsubj//32 ansöker//VB|PRS|AKT//acl:relcl//30 om//PP//case//34 bistånd//NN|NEU|SIN|IND|NOM//obl//32 har//VB|PRS|AKT//advcl//27 en//DT|UTR|SIN|IND//det//38 nära//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//38 anknytning//NN|UTR|SIN|IND|NOM//obj//35 till//PP//case//40 vistelselandet//NN|NEU|SIN|DEF|NOM//obl//35 .//MAD//punct//19

13.4 Betydelsen av nära anknytning till vistelselandet;Enligt//PP//case//2 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//2 regler//NN|UTR|PLU|IND|NOM//obl//3 får//VB|PRS|AKT//aux//8 tillfälligt//AB|POS//advmod//3 ekonomiskt//JJ|POS|NEU|SIN|IND|NOM//amod//6 bistånd//NN|NEU|SIN|IND|NOM//nsubj:pass//8 bara//AB//advmod//8 lämnas//VB|INF|SFO//ROOT//8 om//SN//mark//11 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//11 föreligger//VB|PRS|AKT//advcl//8 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//13 skäl//NN|NEU|PLU|IND|NOM//nsubj//11 i//PP//case//16 de//DT|UTR/NEU|PLU|DEF//det//16 fall//NN|NEU|PLU|IND|NOM//obl//11 där//HA//advmod//20 den//DT|UTR|SIN|DEF//det//19 sökande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nsubj:pass//20 vistas//VB|PRS|SFO//acl:relcl//16 i//PP//case//23 ett//DT|NEU|SIN|IND//det//23 land//NN|NEU|SIN|IND|NOM//obl//20 till//PP//case//25 vilket//HP|NEU|SIN|IND//obl//20 han//PN|UTR|SIN|DEF|SUB//nsubj//29 eller//KN//cc//28 hon//PN|UTR|SIN|DEF|SUB//conj//26 har//VB|PRS|AKT//acl:relcl//25 nära//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//31 anknytning//NN|UTR|SIN|IND|NOM//obl//29 .//MID//punct//8
13.4 Betydelsen av nära anknytning till vistelselandet;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//34 framgår//VB|PRS|AKT//parataxis//8 av//PP//case//37 2//RG|NOM//nummod//37 §//NN|AN//obl//34 i//PP//case//39 UD//PM|NOM//nmod//37 ://MID//punct//37 s//NN|AN//case//42 föreskrifter//NN|UTR|PLU|IND|NOM//appos//37 (//PAD//punct//42 UF//PM|NOM//appos//42 1990//RG|NOM//nummod//44 ://MID//punct//42
13.4 Betydelsen av nära anknytning till vistelselandet;2//RG|NOM//nummod//42 )//PAD//punct//42 om//PP//case//51 ekonomiskt//JJ|POS|NEU|SIN|IND|NOM//amod//51 bistånd//NN|NEU|SIN|IND|NOM//conj//42 till//PP//case//54 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//54 medborgare//NN|UTR|PLU|IND|NOM//nmod//51 i//PP//case//56 utlandet//NN|NEU|SIN|DEF|NOM//nmod//54 m.m.//AB|AN//conj//51 Av//PP//case//59 UD//PM|NOM//nmod//51 ://MID//punct//42 s//NN|AN//nummod//62 kommentarer//NN|UTR|PLU|IND|NOM//appos//42 till//PP//case//64 bestämmelsen//NN|UTR|SIN|DEF|NOM//nmod//62 (//PAD//punct//42 Rättshandbok//NN|UTR|SIN|IND|NOM//appos//42 I//PP//case//68 4.2.3//RG|NOM//obl//66 )//PAD//punct//42 framgår//VB|PRS|AKT//conj//34 att//SN//mark//74 med//PP//case//73 detta//PN|NEU|SIN|DEF|SUB/OBJ//obl//74 avses//VB|PRS|SFO//ccomp//70 t.ex.//AB|AN//advmod//74 att//SN//mark//79 den//DT|UTR|SIN|DEF//det//78 sökande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nsubj//79 har//VB|PRS|AKT//ccomp//74 nära//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//81 anhöriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obj//79 som//HP|-|-|-//nsubj//84 är//VB|PRS|AKT//cop//84 bosatta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//81 där//AB//advmod//84 eller//KN//cc//92 att//SN//mark//92 han//PN|UTR|SIN|DEF|SUB//nsubj//92 eller//KN//cc//90 hon//PN|UTR|SIN|DEF|SUB//conj//88 också//AB//advmod//92 är//VB|PRS|AKT//conj//34 eller//KN//cc//95 har//VB|PRS|AKT//aux//95 varit//VB|SUP|AKT//conj//34 medborgare//NN|UTR|PLU|IND|NOM//obj//95 i//PP//case//98 vistelselandet//NN|NEU|SIN|DEF|NOM//obl//95 .//MID//punct//34
13.4 Betydelsen av nära anknytning till vistelselandet;Sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//101 personer//NN|UTR|PLU|IND|NOM//nsubj:pass//102 anses//VB|PRS|SFO//conj//34 normalt//AB|POS//advmod//102 ha//VB|INF|AKT//xcomp//102 möjligheter//NN|UTR|PLU|IND|NOM//obj//104 att//IE//mark//117 på//PP//case//113 egen//JJ|POS|UTR|SIN|IND/DEF|NOM//fixed//107 hand//NN|UTR|SIN|IND|NOM//fixed//107 reda//VB|INF|AKT//fixed//107 upp//PL//fixed//107 sin//PS|UTR|SIN|DEF//nmod:poss//113 situation//NN|UTR|SIN|IND|NOM//fixed//106 med//PP//case//117 hjälp//NN|UTR|SIN|IND|NOM//fixed//114 av//PP//fixed//114 anhöriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl//105 eller//KN//cc//120 landets//NN|NEU|SIN|DEF|GEN//nmod:poss//120 myndigheter//NN|UTR|PLU|IND|NOM//conj//117 .//MAD//punct//102
13.4 Betydelsen av nära anknytning till vistelselandet;Om//PP//mark//128 utlandsmyndigheten//NN|UTR|SIN|DEF|NOM//nsubj//128 i//PP//case//127 det//DT|NEU|SIN|DEF//det//127 enskilda//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//127 fallet//NN|NEU|SIN|DEF|NOM//obl//128 anser//VB|PRS|AKT//advcl//102 att//SN//mark//131 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//131 finns//VB|PRS|SFO//ccomp//128 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//133 omständigheter//NN|UTR|PLU|IND|NOM//nsubj//131 som//HP|-|-|-//nsubj//135 gör//VB|PRS|AKT//acl:relcl//133 att//SN//mark//140 bistånd//NN|NEU|SIN|IND|NOM//nsubj:pass//140 ändå//AB//advmod//140 ska//VB|PRS|AKT//aux//140 lämnas//VB|INF|SFO//ccomp//135 ,//MID//punct//34 bör//VB|PRS|AKT//aux//144 samråd//NN|NEU|SIN|IND|NOM//nsubj//144 ske//VB|INF|AKT//conj//8 med//PP//case//146 UD//PM|NOM//obl//144 .//MAD//punct//8

13.5 Bistånd till andra utlänningar bosatta i Sverige;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//5 kan//VB|PRS|AKT//aux//5 i//PP//case//4 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//4 fall//NN|NEU|PLU|IND|NOM//obl//5 betraktas//VB|INF|SFO//ROOT//5 som//KN//mark//7 oskäligt//JJ|POS|NEU|SIN|IND|NOM//xcomp//5 att//IE//mark//9 vägra//VB|INF|AKT//advcl//5 bistånd//NN|NEU|SIN|IND|NOM//obj//9 till//PP//case//14 en//DT|UTR|SIN|IND//det//14 utländsk//JJ|POS|UTR|SIN|IND|NOM//amod//14 medborgare//NN|UTR|SIN|IND|NOM//obl//9 som//HP|-|-|-//nsubj//17 är//VB|PRS|AKT//cop//17 bosatt//JJ|POS|UTR|SIN|IND|NOM//acl:relcl//14 i//PP//case//19 Sverige//PM|NOM//obl//17 och//KN//cc//23 som//HP|-|-|-//nsubj//23 inte//AB//advmod//23 är//VB|PRS|AKT//conj//5 att//IE//mark//25 anse//VB|INF|AKT//ccomp//23 som//KN//case//27 flykting//NN|UTR|SIN|IND|NOM//obl//25 eller//KN//cc//29 statslös//JJ|POS|UTR|SIN|IND|NOM//conj//27 .//MAD//punct//5
13.5 Bistånd till andra utlänningar bosatta i Sverige;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//34 kan//VB|PRS|AKT//aux//34 t.ex.//AB|AN//advmod//34 gälla//VB|INF|AKT//parataxis//5 en//DT|UTR|SIN|IND//det//36 person//NN|UTR|SIN|IND|NOM//obj//34 som//HP|-|-|-//nsubj//40 är//VB|PRS|AKT//cop//40 nära//AB|POS//advmod//40 anhörig//JJ|POS|UTR|SIN|IND|NOM//acl:relcl//36 till//PP//case//44 en//DT|UTR|SIN|IND//det//44 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//44 medborgare//NN|UTR|SIN|IND|NOM//obl//34 ,//MID//punct//46 flykting//NN|UTR|SIN|IND|NOM//conj//44 eller//KN//cc//48 statslös//JJ|POS|UTR|SIN|IND|NOM//conj//44 och//KN//cc//52 som//HP|-|-|-//nsubj//52 har//VB|PRS|AKT//aux//52 fått//VB|SUP|AKT//conj//34 permanent//JJ|POS|NEU|SIN|IND|NOM//amod//54 uppehållstillstånd//NN|NEU|SIN|IND|NOM//obj//52 i//PP//case//56 Sverige//PM|NOM//obl//52 av//PP//case//59 detta//DT|NEU|SIN|DEF//det//59 skäl//NN|NEU|SIN|IND|NOM//obl//52 .//MAD//punct//34
13.5 Bistånd till andra utlänningar bosatta i Sverige;En//DT|UTR|SIN|IND//det//62 innehavare//NN|UTR|SIN|IND|NOM//nsubj//72 av//PP//case//66 ett//DT|NEU|SIN|IND//det//66 svenskt//JJ|POS|NEU|SIN|IND|NOM//amod//66 främlingspass//NN|NEU|SIN|IND|NOM//nmod//62 är//VB|PRS|AKT//cop//72 i//PP//advmod//67 allmänhet//NN|UTR|SIN|IND|NOM//fixed//68 inte//AB//advmod//72 att//IE//mark//72 betrakta//VB|INF|AKT//parataxis//34 som//KN//case//75 en//DT|UTR|SIN|IND//det//75 flykting//NN|UTR|SIN|IND|NOM//obl//72 .//MID//punct//34
13.5 Bistånd till andra utlänningar bosatta i Sverige;Därför//AB//advmod//86 kan//VB|PRS|AKT//aux//86 man//PN|UTR|SIN|IND|SUB//nsubj//86 enligt//PP//case//82 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//82 praxis//NN|UTR|SIN|IND|NOM//obl//86 vid//PP//case//84 bedömningen//NN|UTR|SIN|DEF|NOM//nmod//82 också//AB//advmod//86 ta//VB|INF|AKT//conj//5 hänsyn//NN|UTR|SIN|IND|NOM//obj//86 till//PP//case//91 bl.a.//AB|AN//advmod//91 sökandens//NN|NEU|PLU|IND|GEN//nmod:poss//91 familjeanknytning//NN|UTR|SIN|IND|NOM//obl//86 och//KN//cc//97 mer//AB|KOM//advmod//96 eller//KN//fixed//93 mindre//AB|KOM//advmod//96 långa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//97 hemvisttid//NN|NEU|PLU|IND|NOM//conj//91 i//PP//case//99 Sverige//PM|NOM//nmod//97 .//MID//punct//5
13.5 Bistånd till andra utlänningar bosatta i Sverige;Om//SN//mark//104 en//DT|UTR|SIN|IND//det//103 utlandsmyndighet//NN|UTR|SIN|IND|NOM//nsubj//104 anser//VB|PRS|AKT//advcl//5 att//SN//mark//107 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//107 finns//VB|PRS|SFO//ccomp//104 skäl//NN|NEU|PLU|IND|NOM//nsubj//107 att//IE//mark//110 medge//VB|INF|AKT//acl//108 bistånd//NN|NEU|SIN|IND|NOM//obj//110 ,//MID//punct//5 ska//VB|PRS|AKT//aux//116 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//116 alltid//AB//advmod//116 inhämta//VB|INF|AKT//conj//5 yttrande//NN|NEU|SIN|IND|NOM//obj//116 från//PP//case//119 UD//PM|NOM//obl//116 .//MAD//punct//5
13.5 Bistånd till andra utlänningar bosatta i Sverige;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//122 framgår//VB|PRS|AKT//parataxis//5 av//PP//case//124 Rättshandbok//NN|UTR|SIN|IND|NOM//obl:agent//122 I//PP//case//126 p.4.8.4//RG|NOM//obl//122 .//MAD//punct//5
13.5 Bistånd till andra utlänningar bosatta i Sverige;En//DT|UTR|SIN|IND//det//1 utlänning//NN|UTR|SIN|IND|NOM//nsubj//3 kan//VB|PRS|AKT//aux//3 ha//VB|INF|AKT//ROOT//3 rätt//NN|UTR|SIN|IND|NOM//obj//3 att//IE//mark//6 vistas//VB|INF|SFO//acl//4 eller//KN//cc//8 arbeta//VB|INF|AKT//conj//6 i//PP//case//10 Sverige//PM|NOM//obl//8 ,//MID//punct//14 utan//PP//cc//14 särskilt//PC|PRF|NEU|SIN|IND|NOM//advmod//14 tillstånd//NN|NEU|SIN|IND|NOM//conj//3 ,//MID//punct//14 med//PP//case//17 stöd//NN|NEU|SIN|IND|NOM//nmod//14 av//PP//case//21 ett//DT|NEU|SIN|IND//det//21 internationellt//JJ|POS|NEU|SIN|IND|NOM//amod//21 fördrag//NN|NEU|SIN|IND|NOM//nmod//17 .//MAD//punct//3
13.5 Bistånd till andra utlänningar bosatta i Sverige;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//24 gäller//VB|PRS|AKT//parataxis//3 t.ex.//AB|AN//advmod//24 medborgare//NN|UTR|PLU|IND|NOM//obj//24 i//PP//case//31 de//DT|UTR/NEU|PLU|DEF//det//31 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//31 nordiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//31 länderna//NN|NEU|PLU|DEF|NOM//obl//24 och//KN//cc//34 i//PP//case//34 EU-länderna//NN|UTR|PLU|DEF|NOM//conj//31 .//MAD//punct//3
13.5 Bistånd till andra utlänningar bosatta i Sverige;Att//SN//mark//5 en//DT|UTR|SIN|IND//det//3 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//3 utlandsmyndighet//NN|UTR|SIN|IND|NOM//nsubj//5 kan//VB|PRS|AKT//aux//5 förmedla//VB|INF|AKT//ROOT//5 bistånd//NN|NEU|SIN|IND|NOM//obj//5 till//PP//case//10 en//DT|UTR|SIN|IND//det//10 nordisk//JJ|POS|UTR|SIN|IND|NOM//amod//10 medborgare//NN|UTR|SIN|IND|NOM//obl//5 eller//KN//cc//12 EU-medborgare//NN|UTR|SIN|IND|NOM//conj//10 i//PP//case//15 tredje//RO|NOM//amod//15 land//NN|NEU|SIN|IND|NOM//nmod//12 ,//MID//punct//21 om//PP//mark//21 det//DT|NEU|SIN|DEF//det//20 egna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//20 landet//NN|NEU|SIN|DEF|NOM//nsubj//21 saknar//VB|PRS|AKT//conj//5 representation//NN|UTR|SIN|IND|NOM//obj//21 där//AB//advmod//21 ,//MID//punct//25 framgår//VB|PRS|AKT//conj//21 av//PP//case//28 kap.//NN|AN//nmod//28 8.3.1//RG|NOM//obl//25 .//MAD//punct//5

13.6 Den nya lagen om svenskt medborgarskap;Enligt//PP//case//1 vad//HP|NEU|SIN|IND//dislocated//3 som//HP|-|-|-//nsubj//3 framgår//VB|PRS|AKT//advcl//21 av//PP//case//5 förarbetena//NN|NEU|PLU|DEF|NOM//obl//3 till//PP//case//9 den//DT|UTR|SIN|DEF//det//9 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//9 lagen//NN|UTR|SIN|DEF|NOM//obl//3 (//PAD//punct//3 2001:82//RG|NOM//parataxis//3 )//PAD//punct//15 om//PP//case//15 svenskt//JJ|POS|NEU|SIN|IND|NOM//amod//15 medborgarskap//NN|NEU|SIN|IND|NOM//obl//3 (//PAD//punct//15 prop//NN|UTR|SIN|IND|NOM//appos//15 .//MAD//punct//15
13.6 Den nya lagen om svenskt medborgarskap;1999/2000:147//RG|NOM//punct//3 )//PAD//punct//3 gör//VB|PRS|AKT//ROOT//21 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//21 den//DT|UTR|SIN|DEF//det//24 bedömningen//NN|UTR|SIN|DEF|NOM//obj//21 att//SN//mark//36 de//DT|UTR/NEU|PLU|DEF//det//27 nackdelar//NN|UTR|PLU|IND|NOM//nsubj//36 som//HP|-|-|-//nsubj//30 kan//VB|PRS|AKT//aux//30 följa//VB|INF|AKT//acl:relcl//27 av//PP//case//33 dubbelt//JJ|POS|NEU|SIN|IND|NOM//amod//33 medborgarskap//NN|NEU|SIN|IND|NOM//obl//30 är//VB|PRS|AKT//cop//36 relativt//AB|POS//advmod//36 begränsade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl//24 .//MAD//punct//36
13.6 Den nya lagen om svenskt medborgarskap;Fördelarna//NN|UTR|PLU|DEF|NOM//appos//36 för//PP//case//40 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nmod//38 att//IE//mark//42 ha//VB|INF|AKT//acl//38 dubbelt//JJ|POS|NEU|SIN|IND|NOM//amod//44 medborgarskap//NN|NEU|SIN|IND|NOM//obj//42 ,//MID//punct//38 t.ex.//AB|AN//advmod//49 de//PN|UTR/NEU|PLU|DEF|SUB//det//49 ökade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//49 möjligheter//NN|UTR|PLU|IND|NOM//appos//38 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//51 innebär//VB|PRS|AKT//acl:relcl//49 att//IE//mark//54 kunna//VB|INF|AKT//aux//54 behålla//VB|INF|AKT//xcomp//51 kontakten//NN|UTR|SIN|DEF|NOM//obj//54 med//PP//case//58 sitt//PS|NEU|SIN|DEF//nmod:poss//58 ursprungsland//NN|NEU|SIN|IND|NOM//nmod//55 ,//MID//punct//60 väger//VB|PRS|AKT//conj//36 enligt//PP//case//63 regeringens//NN|UTR|SIN|DEF|GEN//nmod:poss//63 mening//NN|UTR|SIN|IND|NOM//obl//60 tyngre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//60 .//MAD//punct//21
13.6 Den nya lagen om svenskt medborgarskap;Det//DT|NEU|SIN|DEF//det//68 dubbla//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//68 medborgarskapet//NN|NEU|SIN|DEF|NOM//nsubj//71 kan//VB|PRS|AKT//aux//71 också//AB//advmod//71 underlätta//VB|INF|AKT//parataxis//21 integrationen//NN|UTR|SIN|DEF|NOM//obj//71 i//PP//case//76 det//DT|NEU|SIN|DEF//det//76 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//76 landet//NN|NEU|SIN|DEF|NOM//nmod//72 .//MID//punct//21
13.6 Den nya lagen om svenskt medborgarskap;Mot//PP//case//80 denna//DT|UTR|SIN|DEF//det//80 bakgrund//NN|UTR|SIN|IND|NOM//obl//85 kommer//VB|PRS|AKT//aux//85 dubbelt//JJ|POS|NEU|SIN|IND|NOM//advmod//83 medborgarskap//NN|NEU|SIN|IND|NOM//nsubj:pass//85 att//IE//mark//85 accepteras//VB|INF|SFO//parataxis//21 fullt//AB|POS//advmod//87 ut//AB//advmod//85 enligt//PP//case//91 den//DT|UTR|SIN|DEF//det//91 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//91 lagen//NN|UTR|SIN|DEF|NOM//obl//87 .//MAD//punct//21
13.6 Den nya lagen om svenskt medborgarskap;En//DT|UTR|SIN|IND//det//2 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//2 medborgare//NN|UTR|SIN|IND|NOM//nsubj//10 som//HP|-|-|-//nsubj//4 förvärvar//VB|PRS|AKT//acl:relcl//2 medborgarskap//NN|NEU|SIN|IND|NOM//obj//4 i//PP//case//9 ett//DT|NEU|SIN|IND//det//9 annat//JJ|POS|NEU|SIN|IND|NOM//amod//9 land//NN|NEU|SIN|IND|NOM//nmod//5 förlorar//VB|PRS|AKT//ROOT//10 inte//AB//advmod//10 automatiskt//AB|POS//advmod//10 sitt//PS|NEU|SIN|DEF//nmod:poss//15 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//15 medborgarskap//NN|NEU|SIN|IND|NOM//obj//10 .//MID//punct//10
