6 Beskattningsregler och skattekontroll ;Innehållet//NN|NEU|SIN|DEF|NOM//nsubj//4 i//PP//case//3 detta//DT|NEU|SIN|DEF//det//3 kapitel//NN|NEU|SIN|IND|NOM//nmod//0 bygger//VB|PRS|AKT//ROOT//4 i//PP//case//7 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 delar//NN|UTR|PLU|IND|NOM//obl//4 på//PP//case//10 Riksskatteverkets//PM|GEN//nmod:poss//10 Handledning//NN|UTR|SIN|IND|NOM//nmod//7 för//PP//case//12 punktskatter//NN|UTR|PLU|IND|NOM//nmod//10 1997//RG|NOM//nummod//12 .//MAD//punct//4
6 Beskattningsregler och skattekontroll ;Många//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//10 av//PP//case//3 de//DT|UTR/NEU|PLU|DEF//det//3 aktörer//NN|UTR|PLU|IND|NOM//nmod//0 och//KN//cc//5 företag//NN|NEU|PLU|IND|NOM//conj//3 som//HP|-|-|-//nsubj//7 förekommer//VB|PRS|AKT//acl:relcl//5 i//PP//case//9 punktskattesammanhang//NN|NEU|SIN|IND|NOM//obl//7 förekommer//VB|PRS|AKT//ROOT//10 i//PP//case//12 tullregistret//NN|NEU|SIN|DEF|NOM//obl//10 .//MAD//punct//10
6 Beskattningsregler och skattekontroll ;Andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//1 uppgifter//NN|UTR|PLU|IND|NOM//nsubj//8 som//HP|-|-|-//obl//4 Tullverket//PM|NOM//nsubj//4 behöver//VB|PRS|AKT//acl:relcl//1 tillgång//NN|UTR|SIN|IND|NOM//obj//4 till//PP//nmod//5 är//VB|PRS|AKT//cop//8 de//PN|UTR/NEU|PLU|DEF|SUB//ROOT//8 som//HP|-|-|-//nsubj//11 kan//VB|PRS|AKT//aux//11 underlätta//VB|INF|AKT//acl:relcl//8 identifieringen//NN|UTR|SIN|DEF|NOM//obj//11 av//PP//case//14 förare//NN|UTR|PLU|IND|NOM//nmod//12 .//MAD//punct//8
6 Beskattningsregler och skattekontroll ;Tullverket//NN|NEU|SIN|DEF|NOM//nsubj//21 har//VB|PRS|AKT//aux//21 därför//AB//advmod//21 i//PP//advmod//21 dag//NN|UTR|SIN|IND|NOM//fixed//19 åtkomst//NN|UTR|SIN|IND|NOM//parataxis//8 till//PP//case//23 körkortsregistret//NN|NEU|SIN|DEF|NOM//obl//21 som//HP|-|-|-//nsubj//25 innehåller//VB|PRS|AKT//acl:relcl//23 bl.a.//AB|AN//advmod//25 identitetsuppgifter//NN|UTR|PLU|IND|NOM//obj//25 och//KN//cc//29 körkortsuppgifter//NN|UTR|PLU|IND|NOM//conj//27 .//MAD//punct//21
6 Beskattningsregler och skattekontroll ;Uppgifterna//NN|UTR|PLU|DEF|NOM//nsubj//34 i//PP//case//33 körkortsregistret//NN|NEU|SIN|DEF|NOM//nmod//31 gäller//VB|PRS|AKT//conj//21 i//PP//advmod//34 huvudsak//NN|UTR|SIN|IND|NOM//fixed//35 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//38 förare//NN|UTR|PLU|IND|NOM//obj//34 .//MAD//punct//34
6 Beskattningsregler och skattekontroll ;Genom//PP//case//42 förekommande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//42 registrering//NN|UTR|SIN|IND|NOM//obl//59 av//PP//case//44 identifieringsuppgifter//NN|UTR|PLU|IND|NOM//nmod//42 beträffande//PP//case//46 förare//NN|UTR|PLU|IND|NOM//nmod//44 vid//PP//case//48 transportkontroll//NN|UTR|SIN|IND|NOM//nmod//46 kan//VB|PRS|AKT//aux//59 emellertid//AB//advmod//52 även//AB//advmod//52 uppgifter//NN|UTR|PLU|IND|NOM//nsubj//59 om//PP//case//55 utländska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//55 förare//NN|UTR|PLU|IND|NOM//nmod//52 i//PP//case//58 viss//JJ|POS|UTR|SIN|IND|NOM//amod//58 utsträckning//NN|UTR|SIN|IND|NOM//nmod//55 finnas//VB|INF|SFO//parataxis//34 tillgängliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//59 .//MAD//punct//21
6 Beskattningsregler och skattekontroll ;Tullverket//NN|NEU|SIN|DEF|NOM//nsubj//3 har//VB|PRS|AKT//aux//3 också//AB//advmod//3 terminalåtkomst//NN|UTR|SIN|IND|NOM//ROOT//3 till//PP//case//5 uppgifter//NN|UTR|PLU|IND|NOM//obl//3 i//PP//case//8 Alkoholinspektionens//NN|UTR|SIN|DEF|GEN//nmod:poss//8 register//NN|NEU|SIN|IND|NOM//nmod//5 ,//MID//punct//3 dock//KN//advmod//13 endast//AB//advmod//12 såvitt//SN//advmod//13 avser//VB|PRS|AKT//conj//3 uppgifter//NN|UTR|PLU|IND|NOM//obj//13 om//PP//mark//16 lämnade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//advcl//13 tillstånd//NN|NEU|PLU|IND|NOM//obj//16 .//MAD//punct//3
6 Beskattningsregler och skattekontroll ;6.5//RG|NOM//nummod//20 Projekt//NN|NEU|PLU|IND|NOM//appos//3 e.d.//AB|AN//conj//20 för//PP//mark//24 att//IE//mark//24 förhindra//VB|INF|AKT//advcl//20 skatteundandraganden//NN|UTR|SIN|DEF|NOM//obj//24
6 Beskattningsregler och skattekontroll ;När//HA//case//4 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//0 gäller//VB|PRS|AKT//fixed//0 punktskatternas//NN|UTR|PLU|DEF|GEN//nmod:poss//4 nivå//NN|UTR|SIN|IND|NOM//obl//7 inom//PP//case//6 EG//PM|NOM//nmod//4 har//VB|PRS|AKT//aux//15 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//7 ,//MID//punct//12 som//HP|-|-|-//mark//12 tidigare//AB|KOM//advmod//12 nämnts//VB|SUP|SFO//advcl//15 ,//MID//punct//15 inte//AB//advmod//15 föreskrivits//VB|SUP|SFO//ROOT//15 fasta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 skattesatser//NN|UTR|PLU|IND|NOM//obj//15 utan//KN//cc//21 endast//AB//advmod//21 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//21 minimiskattesatser//NN|UTR|PLU|IND|NOM//obl//15 som//HP|-|-|-//nsubj:pass//25 inte//AB//advmod//25 får//VB|PRS|AKT//aux//25 underskridas//VB|INF|SFO//acl:relcl//21 .//MAD//punct//15
6 Beskattningsregler och skattekontroll ;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//28 står//VB|PRS|AKT//parataxis//15 alltså//AB//advmod//28 medlemsstaterna//NN|UTR|PLU|DEF|NOM//nsubj//28 fritt//AB|POS//advmod//28 att//IE//mark//34 själva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//34 bestämma//VB|INF|AKT//csubj//28 skattenivåerna//NN|UTR|PLU|DEF|NOM//obj//34 ,//MID//punct//28 så//AB//advmod//38 länge//AB|POS//advmod//40 minimiskattesatserna//NN|UTR|PLU|DEF|NOM//nsubj:pass//40 iakttas//VB|PRS|SFO//advcl//28 .//MAD//punct//28
6 Beskattningsregler och skattekontroll ;Skattesatserna//NN|UTR|PLU|DEF|NOM//nsubj//43 varierar//VB|PRS|AKT//parataxis//28 som//KN//mark//45 bekant//JJ|POS|NEU|SIN|IND|NOM//advcl//43 betydligt//AB|POS//advmod//43 inom//PP//case//48 EG//PM|NOM//obl//43 ,//MID//punct//51 vilket//HP|NEU|SIN|IND//nsubj//51 leder//VB|PRS|AKT//conj//28 till//PP//mark//56 att//SN//mark//56 oseriösa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//55 personer//NN|UTR|PLU|IND|NOM//nsubj//56 försöker//VB|PRS|AKT//advcl//51 kringgå//VB|INF|AKT//xcomp//56 systemen//NN|NEU|PLU|DEF|NOM//obj//57 genom//PP//mark//62 att//IE//mark//62 t.ex.//AB|AN//advmod//62 föra//VB|INF|AKT//advcl//56 in//PL//compound:prt//62 punktskattepliktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//65 varor//NN|UTR|PLU|IND|NOM//obj//62 till//PP//case//67 EG//PM|NOM//obl//62 utan//PP//mark//73 att//IE//mark//73 över//PP//advmod//73 huvud//NN|NEU|SIN|IND|NOM//fixed//70 taget//PC|PRF|NEU|SIN|IND|NOM//fixed//70 betala//VB|INF|AKT//advcl//62 skatt//NN|UTR|SIN|IND|NOM//obj//73 .//MAD//punct//15
6 Beskattningsregler och skattekontroll ;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//78 kan//VB|PRS|AKT//aux//78 nämnas//VB|INF|SFO//parataxis//15 att//SN//mark//84 skatteundandragandet//NN|NEU|SIN|DEF|NOM//nsubj:pass//84 beträffande//PP//case//83 en//DT|UTR|SIN|IND//det//83 långtradare//NN|UTR|SIN|IND|NOM//nmod//80 fylld//PC|PRF|UTR|SIN|IND|NOM//advcl//78 med//PP//mark//90 t.ex.//AB|AN//advmod//88 teknisk//JJ|POS|UTR|SIN|IND|NOM//amod//88 sprit//NN|UTR|SIN|IND|NOM//nsubj//90 kan//VB|PRS|AKT//aux//90 uppgå//VB|INF|AKT//advcl//84 till//PP//case//94 10–15//RG|NOM//nummod//93 miljoner//NN|UTR|PLU|IND|NOM//nmod//94 kronor//NN|UTR|PLU|IND|NOM//obl//90 .//MAD//punct//15
6 Beskattningsregler och skattekontroll ;Troligtvis//AB//advmod//1 görs//VB|PRS|SFO//ROOT//1 de//DT|UTR/NEU|PLU|DEF//det//4 flesta//JJ|SUV|UTR/NEU|PLU|DEF|NOM//amod//4 försöken//NN|NEU|PLU|DEF|NOM//nsubj:pass//1 till//PP//case//6 skatteundandraganden//NN|UTR|SIN|DEF|NOM//nmod//4 såvitt//AB//advmod//8 avser//VB|PRS|AKT//conj//1 teknisk//JJ|POS|UTR|SIN|IND|NOM//amod//10 sprit//NN|UTR|SIN|IND|NOM//obj//8 vid//PP//case//14 den//DT|UTR|SIN|DEF//det//14 illegala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//14 införseln//NN|UTR|SIN|DEF|NOM//obl//8 av//PP//case//17 denna//DT|UTR|SIN|DEF//det//17 sprit//NN|UTR|SIN|IND|NOM//nmod//14 .//MAD//punct//1
6 Beskattningsregler och skattekontroll ;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//4 är//VB|PRS|AKT//cop//4 inte//AB//advmod//4 enbart//AB//advmod//4 länder//NN|NEU|PLU|IND|NOM//ROOT//4 som//HP|-|-|-//nsubj//6 har//VB|PRS|AKT//acl:cleft//4 förhållandevis//AB//advmod//8 höga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//9 skatter//NN|UTR|PLU|IND|NOM//obj//6 som//HP|-|-|-//nsubj:pass//11 drabbats//VB|SUP|SFO//acl:relcl//9 av//PP//case//13 problem//NN|NEU|PLU|IND|NOM//obl:agent//11 med//PP//case//15 skatteundandraganden//NN|UTR|SIN|DEF|NOM//nmod//13 genom//PP//case//17 bedrägerier//NN|UTR|PLU|IND|NOM//nmod//15 inom//PP//case//19 suspensionsordning//NN|UTR|SIN|IND|NOM//nmod//17 eller//KN//cc//22 inom//PP//case//22 transiteringssystemen//NN|UTR|SIN|DEF|NOM//conj//19 ,//MID//punct//26 utan//KN//cc//26 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//26 rör//VB|PRS|AKT//conj//4 i//PP//case//29 stor//JJ|POS|UTR|SIN|IND|NOM//amod//29 utsträckning//NN|UTR|SIN|IND|NOM//obl//26 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//26 om//PP//case//33 ett//DT|NEU|SIN|IND//det//33 problem//NN|NEU|SIN|IND|NOM//obl//26 för//PP//case//36 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//36 unionen//NN|UTR|SIN|DEF|NOM//nmod//33 .//MAD//punct//4
6 Beskattningsregler och skattekontroll ;Att//SN//mark//3 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//3 olagligt//AB|POS//advmod//3 saluförs//VB|PRS|SFO//ROOT//3 obeskattade//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//5 varor//NN|UTR|PLU|IND|NOM//nsubj:pass//3 som//HP|-|-|-//nsubj//7 undgår//VB|PRS|AKT//acl:relcl//5 all//DT|UTR|SIN|IND/DEF//det//9 kontroll//NN|UTR|SIN|IND|NOM//obj//7 och//KN//cc//12 både//KN//cc//12 hotar//VB|PRS|AKT//conj//3 företags//NN|NEU|PLU|IND|GEN//nmod:poss//14 konkurrenskraft//NN|UTR|SIN|IND|NOM//obj//12 och//KN//cc//16 medborgares//NN|UTR|SIN|IND|GEN//nmod:poss//17 liv//NN|NEU|SIN|IND|NOM//conj//14 och//KN//cc//19 hälsa//NN|UTR|SIN|IND|NOM//conj//17 ,//MID//punct//25 är//VB|PRS|AKT//cop//25 naturligtvis//AB//advmod//25 ett//DT|NEU|SIN|IND//det//25 stort//JJ|POS|NEU|SIN|IND|NOM//amod//25 problem//NN|NEU|SIN|IND|NOM//conj//3 .//MAD//punct//25
6 Beskattningsregler och skattekontroll ;Åtgärder//NN|UTR|PLU|IND|NOM//nsubj//38 i//PP//case//29 syfte//NN|NEU|SIN|IND|NOM//nmod//27 att//IE//mark//31 komma//VB|INF|AKT//acl//27 till//PP//compound:prt//31 rätta//NN|UTR|-|-|-//fixed//32 med//PP//case//35 bedrägerier//NN|UTR|PLU|IND|NOM//obl//31 har//VB|PRS|AKT//aux//38 också//AB//advmod//38 haft//VB|SUP|AKT//parataxis//25 hög//JJ|POS|UTR|SIN|IND|NOM//amod//40 prioritet//NN|UTR|SIN|IND|NOM//obj//38 inom//PP//case//42 EG//PM|NOM//obl//38 de//DT|UTR/NEU|PLU|DEF//det//45 senaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//45 åren//NN|NEU|PLU|DEF|NOM//obj//38 .//MAD//punct//3
6 Beskattningsregler och skattekontroll ;Bland//PP//case//1 projekt//NN|NEU|PLU|IND|NOM//obl//5 på//PP//case//3 gemenskapsnivå//NN|UTR|SIN|IND|NOM//nmod//1 kan//VB|PRS|AKT//aux//5 nämnas//VB|INF|SFO//ROOT//5 t.ex.//AB|AN//advmod//5 gemenskapens//NN|UTR|SIN|DEF|GEN//nmod:poss//8 åtgärdsprogram//NN|NEU|SIN|IND|NOM//nsubj:pass//5 för//PP//mark//11 att//IE//mark//11 förbättra//VB|INF|AKT//advcl//5 systemen//NN|NEU|PLU|DEF|NOM//obj//11 för//PP//case//15 indirekt//JJ|POS|UTR|SIN|IND|NOM//amod//15 beskattning//NN|UTR|SIN|IND|NOM//obl//11 på//PP//case//19 den//DT|UTR|SIN|DEF//det//19 inre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//19 marknaden//NN|UTR|SIN|DEF|NOM//obl//11 (//PAD//punct//11 programmet//NN|NEU|SIN|DEF|NOM//appos//11 Fiscalis//UO//obj//11 )//PAD//punct//11 .//MAD//punct//5
6 Beskattningsregler och skattekontroll ;Inom//PP//case//29 ramen//NN|UTR|SIN|DEF|NOM//fixed//25 för//PP//fixed//25 detta//DT|NEU|SIN|DEF//det//29 program//NN|NEU|SIN|IND|NOM//obl//30 hålls//VB|PRS|SFO//parataxis//5 seminarier//NN|NEU|PLU|IND|NOM//nsubj:pass//30 och//KN//cc//33 bedrivs//VB|PRS|SFO//conj//30 på//PP//case//36 annat//JJ|POS|NEU|SIN|IND|NOM//amod//36 sätt//NN|NEU|SIN|IND|NOM//obl//33 på//PP//case//39 detta//DT|NEU|SIN|DEF//det//39 område//NN|NEU|SIN|IND|NOM//nmod//36 samarbete//NN|NEU|SIN|IND|NOM//obl//33 mellan//PP//case//42 medlemsländerna//NN|NEU|PLU|DEF|NOM//nmod//40 .//MAD//punct//5
6 Beskattningsregler och skattekontroll ;Vidare//AB|KOM//advmod//2 kan//VB|PRS|AKT//aux//2 nämnas//VB|INF|SFO//ROOT//2 att//SN//mark//7 en//DT|UTR|SIN|IND//det//6 s.k.//AB|AN//amod//6 högnivågrupp//NN|UTR|SIN|IND|NOM//nsubj//7 samlat//VB|SUP|AKT//dep//2 företrädare//NN|UTR|PLU|IND|NOM//obj//7 för//PP//case//10 tull//NN|UTR|SIN|IND|NOM//obl//7 och//KN//cc//12 skattemyndigheterna//NN|UTR|PLU|DEF|NOM//conj//10 i//PP//case//14 medlemsstaterna//NN|UTR|PLU|DEF|NOM//nmod//12 under//PP//case//18 Europeiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//17 kommissionens//NN|UTR|SIN|DEF|GEN//nmod:poss//18 ordförandeskap//NN|NEU|SIN|IND|NOM//nmod//12 .//MAD//punct//2
6 Beskattningsregler och skattekontroll ;Gruppen//NN|UTR|SIN|DEF|NOM//nsubj//22 har//VB|PRS|AKT//aux//22 haft//VB|SUP|AKT//parataxis//2 i//PP//case//24 uppgift//NN|UTR|SIN|IND|NOM//obl//22 att//IE//mark//26 sammanställa//VB|INF|AKT//acl//24 en//DT|UTR|SIN|IND//det//28 rapport//NN|UTR|SIN|IND|NOM//obj//26 om//PP//case//30 bedrägerier//NN|UTR|PLU|IND|NOM//obl//26 inom//PP//case//32 tobaks-//NN|UTR|-|-|SMS//nmod//30 och//KN//cc//34 alkoholområdet//NN|NEU|SIN|DEF|NOM//conj//32 .//MAD//punct//22
6 Beskattningsregler och skattekontroll ;I//PP//case//37 rapporten//NN|UTR|SIN|DEF|NOM//obl//46 ,//MID//punct//37 som//HP|-|-|-//nsubj//40 blev//VB|PRT|AKT//acl:relcl//37 klar//JJ|POS|UTR|SIN|IND|NOM//xcomp//40 i//PP//case//43 april//NN|UTR|SIN|IND|NOM//obl//40 1998//RG|NOM//nummod//43 ,//MID//punct//37 behandlas//VB|PRS|SFO//conj//22 bl.a.//AB|AN//advmod//46 arten//NN|UTR|SIN|DEF|NOM//nsubj:pass//46 och//KN//cc//50 omfattningen//NN|UTR|SIN|DEF|NOM//conj//48 av//PP//case//52 bedrägerierna//NN|UTR|PLU|DEF|NOM//nmod//50 samt//KN//cc//54 svagheterna//NN|UTR|PLU|DEF|NOM//conj//52 i//PP//case//56 kontrollsystemen//NN|NEU|PLU|DEF|NOM//nmod//54 samt//KN//cc//58 lämnas//VB|PRS|SFO//conj//46 förslag//NN|NEU|PLU|IND|NOM//obj//58 till//PP//case//61 åtgärder//NN|UTR|PLU|IND|NOM//nmod//59 .//MAD//punct//22
6 Beskattningsregler och skattekontroll ;När//HA//case//3 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//0 gäller//VB|PRS|AKT//fixed//0 transporter//NN|UTR|PLU|IND|NOM//obl//10 av//PP//case//5 alkohol-//NN|UTR|-|-|SMS//nmod//3 och//KN//cc//7 tobaksvaror//NN|UTR|PLU|IND|NOM//conj//5 inom//PP//case//9 EU//PM|NOM//nmod//5 anser//VB|PRS|AKT//ROOT//10 gruppen//NN|UTR|SIN|DEF|NOM//nsubj//10 att//SN//mark//16 det//DT|NEU|SIN|DEF//det//15 grundläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//15 kontrollproblemet//NN|NEU|SIN|DEF|NOM//nsubj//16 är//VB|PRS|AKT//ccomp//10 att//SN//mark//23 de//DT|UTR/NEU|PLU|DEF//det//20 behöriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//20 myndigheterna//NN|UTR|PLU|DEF|NOM//nsubj//23 i//PP//case//22 medlemsstaterna//NN|UTR|PLU|DEF|NOM//nmod//20 saknar//VB|PRS|AKT//ccomp//16 information//NN|UTR|SIN|IND|NOM//obj//23 om//PP//case//27 de//DT|UTR/NEU|PLU|DEF//det//27 transporter//NN|UTR|PLU|IND|NOM//nmod//24 som//HP|-|-|-//nsubj//29 äger//VB|PRS|AKT//acl:relcl//27 rum//NN|NEU|SIN|IND|NOM//obj//29 vid//PP//case//35 ett//DT|NEU|SIN|IND//det//35 visst//JJ|POS|NEU|SIN|IND|NOM//amod//35 givet//PC|PRF|NEU|SIN|IND|NOM//amod//35 tillfälle//NN|NEU|SIN|IND|NOM//obl//29 .//MAD//punct//10
6 Beskattningsregler och skattekontroll ;Denna//DT|UTR|SIN|DEF//det//38 brist//NN|UTR|SIN|IND|NOM//nsubj//39 gör//VB|PRS|AKT//parataxis//10 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//39 svårt//JJ|POS|NEU|SIN|IND|NOM//xcomp//39 att//IE//mark//45 genom//PP//case//44 riskanalyser//NN|UTR|PLU|IND|NOM//obl//45 rikta//VB|INF|AKT//acl//41 kontrollerna//NN|UTR|PLU|DEF|NOM//obj//45 mot//PP//case//49 kontrollvärda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//49 transporter//NN|UTR|PLU|IND|NOM//obl//45 ,//MID//punct//55 vilket//HP|NEU|SIN|IND//nsubj//55 i//PP//case//54 sin//PS|UTR|SIN|DEF//nmod:poss//54 tur//NN|UTR|SIN|IND|NOM//obl//55 försvårar//VB|PRS|AKT//advcl//45 kontrollen//NN|UTR|SIN|DEF|NOM//obj//55 av//PP//case//58 varor//NN|UTR|PLU|IND|NOM//nmod//56 under//PP//case//60 transport//NN|UTR|SIN|IND|NOM//obl//55 .//MAD//punct//55
6 Beskattningsregler och skattekontroll ;För//PP//mark//64 att//IE//mark//64 åtgärda//VB|INF|AKT//advcl//66 detta//PN|NEU|SIN|DEF|SUB/OBJ//obj//64 anser//VB|PRS|AKT//advcl//39 gruppen//NN|UTR|SIN|DEF|NOM//nsubj//66 att//SN//mark//71 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//71 är//VB|PRS|AKT//cop//71 nödvändigt//JJ|POS|NEU|SIN|IND|NOM//ccomp//66 att//IE//mark//73 införa//VB|INF|AKT//csubj//71 ett//DT|NEU|SIN|IND//det//76 datoriserat//PC|PRF|NEU|SIN|IND|NOM//amod//76 transport-//NN|UTR|-|-|SMS//obj//73 och//KN//cc//78 kontrollsystem//NN|NEU|PLU|IND|NOM//conj//76 för//PP//case//80 transporter//NN|UTR|PLU|IND|NOM//nmod//78 av//PP//case//82 alkohol-//NN|UTR|-|-|SMS//nmod//80 och//KN//cc//84 tobaksvaror//NN|UTR|PLU|IND|NOM//conj//82 inom//PP//case//86 EU//PM|NOM//nmod//80 .//MID//punct//39
6 Beskattningsregler och skattekontroll ;Ett//DT|NEU|SIN|IND//det//90 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//90 system//NN|NEU|SIN|IND|NOM//nsubj:pass//91 anses//VB|PRS|SFO//parataxis//39 dock//AB//advmod//91 inte//AB//advmod//95 kunna//VB|INF|AKT//aux//95 införas//VB|INF|SFO//xcomp//91 inom//PP//case//99 en//DT|UTR|SIN|IND//det//99 snar//JJ|POS|UTR|SIN|IND|NOM//amod//99 framtid//NN|UTR|SIN|IND|NOM//obl//95 .//MAD//punct//39
6 Beskattningsregler och skattekontroll ;Högnivågruppen//NN|UTR|SIN|DEF|NOM//nsubj//102 rekommenderar//VB|PRS|AKT//parataxis//39 därför//AB//advmod//102 medlemsstaterna//NN|UTR|PLU|DEF|NOM//obj//102 att//IE//mark//112 i//PP//case//107 avvaktan//NN|UTR|SIN|DEF|NOM//obl//112 på//PP//case//111 det//DT|NEU|SIN|DEF//det//111 datoriserade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//111 systemet//NN|NEU|SIN|DEF|NOM//nmod//107 införa//VB|INF|AKT//acl//104 ett//DT|NEU|SIN|IND//det//114 varningssystem//NN|NEU|SIN|IND|NOM//obj//112 som//HP|-|-|-//nsubj//116 syftar//VB|PRS|AKT//acl:relcl//114 till//PP//case//120 ett//DT|NEU|SIN|IND//det//120 snabbt//JJ|POS|NEU|SIN|IND|NOM//amod//120 informationsutbyte//NN|NEU|SIN|IND|NOM//obl//116 (//PAD//punct//124 Early//UO//amod//123 Warning//PM|NOM//compound//124 System//UO//appos//120 )//PAD//punct//124 .//MAD//punct//10
6 Beskattningsregler och skattekontroll ;Gruppen//NN|UTR|SIN|DEF|NOM//nsubj//128 anser//VB|PRS|AKT//parataxis//10 att//SN//mark//132 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//132 kan//VB|PRS|AKT//aux//132 ske//VB|INF|AKT//ccomp//128 förhållandevis//AB//advmod//134 snabbt//AB|POS//advmod//132 eftersom//SN//mark//138 medlemsstaterna//NN|UTR|PLU|DEF|NOM//nsubj//138 kan//VB|PRS|AKT//aux//138 komma//VB|INF|AKT//advcl//132 överens//PL//compound:prt//138 om//PP//mark//142 att//IE//mark//142 föreskriva//VB|INF|AKT//advcl//138 att//SN//mark//146 upplagshavare//NN|UTR|SIN|IND|NOM//nsubj//146 skall//VB|PRS|AKT//aux//146 upprätta//VB|INF|AKT//ccomp//142 ett//DT|NEU|SIN|IND//det//149 femte//RO|NOM//amod//149 exemplar//NN|NEU|SIN|IND|NOM//obj//146 av//PP//case//151 ledsagardokumentet//NN|NEU|SIN|DEF|NOM//nmod//149 för//PP//case//154 avgående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//154 transporter//NN|UTR|PLU|IND|NOM//nmod//151 och//KN//cc//156 sända//VB|INF|AKT//conj//146 kopian//NN|UTR|SIN|DEF|NOM//obj//156 till//PP//case//160 behörig//JJ|POS|UTR|SIN|IND|NOM//amod//160 myndighet//NN|UTR|SIN|IND|NOM//obl//156 (//PAD//punct//128 se//VB|IMP|AKT//parataxis//128 artikel//NN|UTR|SIN|IND|NOM//nmod//164 19//RG|NOM//obj//162 i//PP//case//166 cirkulationsdirektivet//NN|NEU|SIN|DEF|NOM//obl//162 )//PAD//punct//162 .//MAD//punct//10
6 Beskattningsregler och skattekontroll ;I//PP//case//1 maj//NN|UTR|SIN|IND|NOM//obl//3 1998//RG|NOM//nummod//1 antog//VB|PRT|AKT//ROOT//3 Europeiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//5 unionens//NN|UTR|SIN|DEF|GEN//nmod:poss//6 råd//NN|NEU|SIN|IND|NOM//obj//3 för//PP//case//11 ekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 och//KN//cc//10 finansiella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//8 frågor//NN|UTR|PLU|IND|NOM//nmod//6 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 slutsatser//NN|UTR|PLU|IND|NOM//nmod//6 med//PP//case//15 anledning//NN|UTR|SIN|IND|NOM//nmod//13 av//PP//case//18 gruppens//NN|UTR|SIN|DEF|GEN//nmod:poss//18 rapport//NN|UTR|SIN|IND|NOM//nmod//15 .//MAD//punct//3
