6 Trädgårdsnäringens konkurrenssituation ;Syftet//NN|NEU|SIN|DEF|NOM//nsubj//6 med//PP//case//3 detta//DT|NEU|SIN|DEF//det//3 kapitel//NN|NEU|SIN|IND|NOM//nmod//0 är//VB|PRS|AKT//cop//6 att//IE//mark//6 redovisa//VB|INF|AKT//ROOT//6 den//DT|UTR|SIN|DEF//det//9 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//9 trädgårdsnäringens//NN|UTR|SIN|DEF|GEN//nmod:poss//10 struktur//NN|UTR|SIN|IND|NOM//obj//6 och//KN//cc//12 konkurrenskraft//NN|UTR|SIN|IND|NOM//conj//10 ,//MID//punct//10 i//PP//case//17 förhållande//NN|NEU|SIN|IND|NOM//fixed//14 till//PP//fixed//14 Danmark//PM|NOM//obl//6 och//KN//cc//19 Nederländerna//PM|NOM//conj//17 .//MAD//punct//6
6.5 Vissa jämförelser med Danmark och Nederländerna;I//PP//case//15 enlighet//NN|UTR|SIN|IND|NOM//fixed//12 med//PP//fixed//12 EU//PM|NOM//obl//24 ://MID//punct//15 s//NN|AN//case//18 regler//NN|UTR|PLU|IND|NOM//appos//15 har//VB|PRS|AKT//aux//24 importkontrollen//NN|UTR|SIN|DEF|NOM//nsubj:pass//24 från//PP//case//23 tredje//RO|NOM//amod//23 land//NN|NEU|SIN|IND|NOM//nmod//20 prioriterats//VB|SUP|SFO//parataxis//4 .//MAD//punct//4
6.5 Vissa jämförelser med Danmark och Nederländerna;Importkontrollerna//NN|UTR|PLU|DEF|NOM//nsubj:pass//27 utförs//VB|PRS|SFO//parataxis//4 vid//PP//case//30 fyra//RG|NOM//nummod//30 inspektionsorter//NN|UTR|PLU|IND|NOM//obl//27 och//KN//cc//32 huvuddelen//NN|UTR|SIN|DEF|NOM//conj//30 av//PP//case//34 importen//NN|UTR|SIN|DEF|NOM//nmod//32 kommer//VB|PRS|AKT//conj//27 in//PL//compound:prt//35 via//PP//case//38 region//NN|UTR|SIN|IND|NOM//nmod//39 Syd//PM|NOM//obl//35 .//MAD//punct//27
6.5 Vissa jämförelser med Danmark och Nederländerna;Under//PP//case//43 år//NN|NEU|SIN|IND|NOM//nmod//43 1997//RG|NOM//nmod//4 har//VB|PRS|AKT//aux//47 även//AB//advmod//47 tullmyndigheterna//NN|UTR|PLU|DEF|NOM//nsubj:pass//47 utbildats//VB|SUP|SFO//ROOT//47 för//PP//mark//51 att//IE//mark//51 kunna//VB|INF|AKT//aux//51 genomföra//VB|INF|AKT//advcl//47 kvalitetskontroll//NN|UTR|SIN|IND|NOM//obj//51 av//PP//case//54 jordgubbar//NN|UTR|PLU|IND|NOM//obl//51 som//HP|-|-|-//nsubj:pass//56 tas//VB|PRS|SFO//acl:relcl//54 in//PL//compound:prt//56 till//PP//case//59 Sverige//PM|NOM//obl//56 över//PP//case//63 den//DT|UTR|SIN|DEF//det//63 norska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//63 gränsen//NN|UTR|SIN|DEF|NOM//obl//56 .//MAD//punct//47
6.5 Vissa jämförelser med Danmark och Nederländerna;Utöver//PP//case//1 importkontrollen//NN|UTR|SIN|DEF|NOM//nsubj:pass//2 utförs//VB|PRS|SFO//ROOT//2 i//PP//case//5 huvudsak//NN|UTR|SIN|IND|NOM//fixed//3 kontrollen//NN|UTR|SIN|DEF|NOM//obl//2 hos//PP//case//7 grossisterna//NN|UTR|PLU|DEF|NOM//nmod//5 .//MAD//punct//2
6.5 Vissa jämförelser med Danmark och Nederländerna;I//PP//advmod//11 dag//NN|UTR|SIN|IND|NOM//fixed//9 görs//VB|PRS|SFO//parataxis//2 inga//DT|UTR/NEU|PLU|IND//det//13 besök//NN|NEU|PLU|IND|NOM//nsubj:pass//11 i//PP//case//15 producentled//NN|NEU|SIN|IND|NOM//nmod//13 ,//MID//punct//11 i//PP//advmod//19 stället//NN|NEU|SIN|DEF|NOM//fixed//17 utförs//VB|PRS|SFO//conj//11 kontrollerna//NN|UTR|PLU|DEF|NOM//nsubj:pass//19 främst//AB|SUV//advmod//19 på//PP//case//23 lager//NN|NEU|PLU|IND|NOM//obl//19 och//KN//cc//26 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//26 uppsamlingsplatser//NN|UTR|PLU|IND|NOM//conj//23 där//HA//advmod//31 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//29 volymer//NN|UTR|PLU|IND|NOM//nsubj:pass//31 kan//VB|PRS|AKT//aux//31 inspekteras//VB|INF|SFO//acl:relcl//26 samtidigt//AB//advmod//31 .//MAD//punct//2
6.5 Vissa jämförelser med Danmark och Nederländerna;Sverige//PM|NOM//nsubj//37 har//VB|PRS|AKT//aux//37 inte//AB//advmod//37 undantagit//VB|SUP|AKT//parataxis//2 några//DT|UTR/NEU|PLU|IND//det//39 producenter//NN|UTR|PLU|IND|NOM//obj//37 från//PP//case//41 kravet//NN|NEU|SIN|DEF|NOM//nmod//39 på//PP//case//43 kvalitetskontroll//NN|UTR|SIN|IND|NOM//nmod//41 vid//PP//case//45 avsändningstillfället//NN|NEU|SIN|DEF|NOM//nmod//43 ,//MID//punct//48 s.k.//AB|AN//amod//48 egenkontroll//NN|UTR|SIN|IND|NOM//conj//45 .//MAD//punct//2
6.5 Vissa jämförelser med Danmark och Nederländerna;Inga//DT|UTR/NEU|PLU|IND//det//51 kontroller//NN|UTR|PLU|IND|NOM//nsubj:pass//52 genomförs//VB|PRS|SFO//parataxis//2 i//PP//advmod//52 dagsläget//NN|NEU|SIN|DEF|NOM//fixed//53 i//PP//case//56 detaljhandelsledet//NN|NEU|SIN|DEF|NOM//obl//52 .//MAD//punct//52
6.5 Vissa jämförelser med Danmark och Nederländerna;Kvalitetskontrollen//NN|UTR|SIN|DEF|NOM//nsubj//3 i//PP//case//2 Sverige//PM|NOM//nmod//0 skiljer//VB|PRS|AKT//ROOT//3 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//3 från//PP//case//9 de//DT|UTR/NEU|PLU|DEF//det//9 flesta//JJ|SUV|UTR/NEU|PLU|DEF|NOM//amod//9 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//9 EUländer//NN|UTR|PLU|IND|NOM//obl//3 genom//PP//mark//15 att//SN//mark//15 kontrollen//NN|UTR|SIN|DEF|NOM//nsubj//15 är//VB|PRS|AKT//cop//15 helt//AB|POS//advmod//15 avgiftsfinansierad//PC|PRF|UTR|SIN|IND|NOM//advcl//3 .//MAD//punct//3
6.5 Vissa jämförelser med Danmark och Nederländerna;Avgifterna//NN|UTR|PLU|DEF|NOM//nsubj:pass//18 fastslås//VB|PRS|SFO//parataxis//3 i//PP//case//20 föreskrifter//NN|UTR|PLU|IND|NOM//obl//18 från//PP//case//23 Statens//NN|UTR|SIN|DEF|GEN//nmod:poss//23 jordbruksverk//NN|NEU|SIN|IND|NOM//nmod//20 .//MAD//punct//3
6.5 Vissa jämförelser med Danmark och Nederländerna;De//PN|UTR/NEU|PLU|DEF|SUB//nsubj//26 består//VB|PRS|AKT//parataxis//3 dels//KN//advmod//29 av//PP//case//29 grundavgifter//NN|UTR|PLU|IND|NOM//obl//26 för//PP//case//32 registrerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//32 företag//NN|NEU|PLU|IND|NOM//nmod//29 och//KN//cc//36 dels//KN//advmod//36 av//PP//case//36 avgifter//NN|UTR|PLU|IND|NOM//conj//29 på//PP//case//38 importen//NN|UTR|SIN|DEF|NOM//nmod//36 i//PP//case//40 form//NN|UTR|SIN|IND|NOM//nmod//38 av//PP//case//43 1,70//RG|NOM//nummod//43 kronor//NN|UTR|PLU|IND|NOM//nmod//40 per//PP//mark//45 påbörjat//PC|PRF|NEU|SIN|IND|NOM//advcl//26 100-tal//NN|NEU|SIN|IND|NOM//nmod//47 kg//NN|AN//obj//45 .//MAD//punct//26
6.5 Vissa jämförelser med Danmark och Nederländerna;Importkontrollen//NN|UTR|SIN|DEF|NOM//nsubj:pass//59 utanför//PP//case//51 gränskontrollplats//NN|UTR|SIN|IND|NOM//nmod//49 och//KN//cc//55 inspektion//NN|UTR|SIN|IND|NOM//advmod//55 på//PP//case//55 tid//NN|UTR|SIN|IND|NOM//conj//51 utanför//PP//case//58 ordinarie//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//58 arbetstid//NN|UTR|SIN|IND|NOM//nmod//55 debiteras//VB|INF|SFO//parataxis//26 enligt//PP//case//61 timtaxa//NN|UTR|SIN|IND|NOM//obl//59 à//PP//case//64 700//RG|NOM//nummod//64 kr//NN|AN//nmod//61 ///MID//case//66 tim//NN|AN//nmod//64 .//MID//punct//3
6.5 Vissa jämförelser med Danmark och Nederländerna;Grundavgifter//NN|UTR|PLU|IND|NOM//nsubj:pass//69 betalas//VB|PRS|SFO//parataxis//3 för//PP//case//71 närvarande//NN|NEU|SIN|IND|NOM//obl//69 av//PP//case//73 importörer//NN|UTR|PLU|IND|NOM//nmod//71 ,//MID//punct//75 grossister//NN|UTR|PLU|IND|NOM//conj//73 ,//MID//punct//77 packerier//NN|NEU|PLU|IND|NOM//conj//73 och//KN//cc//79 sorteringsanläggningar//NN|UTR|PLU|IND|NOM//conj//73 samt//KN//cc//82 ekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//82 föreningar//NN|UTR|PLU|IND|NOM//conj//73 .//MAD//punct//3
6.5 Vissa jämförelser med Danmark och Nederländerna;Dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nsubj:pass//85 baseras//VB|PRS|SFO//parataxis//3 på//PP//case//87 omsättning//NN|UTR|SIN|IND|NOM//obl//85 och//KN//cc//89 sträcker//VB|PRS|AKT//conj//85 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//89 från//PP//case//93 0,4//RG|NOM//nummod//93 ‰//NN|AN//obl//89 av//PP//case//95 omsättningen//NN|UTR|SIN|DEF|NOM//nmod//93 då//HA//advmod//98 denna//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//98 är//VB|PRS|AKT//advcl//89 upp//AB//advmod//98 till//PP//case//103 5//RG|NOM//nummod//102 miljoner//NN|UTR|PLU|IND|NOM//nmod//103 kronor//NN|UTR|PLU|IND|NOM//obl//98 ,//MID//punct//98 till//PP//case//107 0,08//RG|NOM//nummod//107 ‰//NN|AN//obl//98 vid//PP//case//110 en//DT|UTR|SIN|IND//det//110 omsättning//NN|UTR|SIN|IND|NOM//nmod//107 på//PP//case//115 över//AB//advmod//113 250//RG|NOM//nummod//114 miljoner//NN|UTR|PLU|IND|NOM//nmod//115 kronor//NN|UTR|PLU|IND|NOM//nmod//110 .//MID//punct//3
6.5 Vissa jämförelser med Danmark och Nederländerna;$//NN|UTR|SIN|IND|NOM//nmod//118 ANMARK//PM|NOM//appos//3
6.5 Vissa jämförelser med Danmark och Nederländerna;I//PP//case//1 Danmark//PM|NOM//obl//5 är//VB|PRS|AKT//cop//5 all//DT|UTR|SIN|IND/DEF//det//4 kvalitetskontroll//NN|UTR|SIN|IND|NOM//nsubj//5 statsfinansierad//PC|PRF|UTR|SIN|IND|NOM//ROOT//5 och//KN//cc//8 helt//AB|POS//advmod//8 avgiftsfri//JJ|POS|UTR|SIN|IND|NOM//conj//5 .//MAD//punct//5
6.5 Vissa jämförelser med Danmark och Nederländerna;Kontrollansvaret//NN|NEU|SIN|DEF|NOM//nsubj//12 är//VB|PRS|AKT//cop//12 samlat//PC|PRF|NEU|SIN|IND|NOM//parataxis//5 under//PP//case//15 en//DT|UTR|SIN|IND//det//15 myndighet//NN|UTR|SIN|IND|NOM//obl//12 ,//MID//punct//17 Plantedirektoratet//PM|NOM//conj//15 .//MID//punct//12
6.5 Vissa jämförelser med Danmark och Nederländerna;Danmark//PM|NOM//nsubj//20 tillämpar//VB|PRS|AKT//parataxis//12 egenkontroll//NN|UTR|SIN|IND|NOM//obj//20 och//KN//cc//24 har//VB|PRS|AKT//aux//24 undantagit//VB|SUP|AKT//conj//20 800–900//RG|NOM//punct//26 odlare//NN|UTR|PLU|IND|NOM//obj//24 och//KN//cc//28 producentorganisationer//NN|UTR|PLU|IND|NOM//conj//26 från//PP//case//30 kravet//NN|NEU|SIN|DEF|NOM//nmod//26 på//PP//case//32 kvalitetskontroll//NN|UTR|SIN|IND|NOM//nmod//30 .//MAD//punct//20
6.5 Vissa jämförelser med Danmark och Nederländerna;Kvalitetskontroll//NN|UTR|SIN|IND|NOM//nsubj:pass//41 hos//PP//case//36 producenter//NN|UTR|PLU|IND|NOM//nmod//34 ,//MID//punct//38 grossister//NN|UTR|PLU|IND|NOM//conj//36 och//KN//cc//40 detaljister//NN|UTR|PLU|IND|NOM//conj//36 görs//VB|PRS|SFO//conj//20 efter//PP//case//45 en//DT|UTR|SIN|IND//det//45 uppgjord//PC|PRF|UTR|SIN|IND|NOM//amod//45 plan//NN|UTR|SIN|IND|NOM//obl//41 där//HA//advmod//50 de//DT|UTR/NEU|PLU|DEF//det//49 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//49 aktörerna//NN|UTR|PLU|DEF|NOM//nsubj:pass//50 besöks//VB|PRS|SFO//acl:relcl//45 oftare//AB|KOM//advmod//50 än//KN//case//54 de//DT|UTR/NEU|PLU|DEF//det//54 mindre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advcl//50 .//MAD//punct//20
6.5 Vissa jämförelser med Danmark och Nederländerna;.EDERL¤NDERNA//MAD//punct//5
6.5 Vissa jämförelser med Danmark och Nederländerna;I//PP//case//1 Nederländerna//PM|NOM//obl//4 är//VB|PRS|AKT//cop//4 kontrollverksamheten//NN|UTR|SIN|DEF|NOM//nsubj//4 uppdelad//PC|PRF|UTR|SIN|IND|NOM//ROOT//4 på//PP//case//7 tre//RG|NOM//nummod//7 organisationer//NN|UTR|PLU|IND|NOM//obl//4 .//MAD//punct//4
6.5 Vissa jämförelser med Danmark och Nederländerna;Importkontrollen//NN|UTR|SIN|DEF|NOM//nsubj:pass//10 görs//VB|PRS|SFO//parataxis//4 av//PP//case//17 det//DT|NEU|SIN|DEF//det//14 statliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//14 organet//NN|NEU|SIN|DEF|NOM//nmod//17 Rijksdienst//PM|NOM//amod//17 voor//PM|NOM//amod//17 Keuring//PM|NOM//nmod//18 van//PM|NOM//nsubj:pass//10 Vee//PM|NOM//flat:name//18 en//DT|UTR|SIN|IND//det//21 Vlees//PM|NOM//obl//10 ,//MID//punct//21 (//PAD//punct//24 RVV//PM|NOM//appos//21 )//PAD//punct//24 .//MAD//punct//4
6.5 Vissa jämförelser med Danmark och Nederländerna;kontrollen//NN|UTR|SIN|DEF|NOM//nsubj:pass//33 hos//PP//case//29 grossister//NN|UTR|PLU|IND|NOM//nmod//27 och//KN//cc//32 på//PP//case//32 auktioner//NN|UTR|PLU|IND|NOM//conj//29 görs//VB|PRS|SFO//conj//4 av//PP//case//37 Kontrol//PM|NOM//amod//37 Central//PM|NOM//amod//37 Bureau//PM|NOM//obl:agent//33 (//PAD//punct//37 KCB//PM|NOM//appos//37 )//PAD//punct//37 ,//MID//punct//46 medan//SN//mark//46 kontrollen//NN|UTR|SIN|DEF|NOM//nsubj:pass//46 i//PP//case//45 detaljistled//NN|UTR|SIN|IND|NOM//nmod//43 görs//VB|PRS|SFO//advcl//33 av//PP//case//48 livsmedelskontrollanter//NN|UTR|PLU|IND|NOM//obl:agent//46 .//MAD//punct//4
6.5 Vissa jämförelser med Danmark och Nederländerna;Importkontrollen//NN|UTR|SIN|DEF|NOM//nsubj//2 är//VB|PRS|AKT//cop//2 statsfinansierad//PC|PRF|UTR|SIN|IND|NOM//ROOT//2 och//KN//cc//5 därmed//AB//advmod//5 avgiftsfri//JJ|POS|UTR|SIN|IND|NOM//conj//2 .//MAD//punct//2
6.5 Vissa jämförelser med Danmark och Nederländerna;KCB//PM|NOM//nsubj//16 som//HP|-|-|-//nsubj//9 genomför//VB|PRS|AKT//acl:relcl//7 kontrollen//NN|UTR|SIN|DEF|NOM//obj//9 på//PP//case//12 auktioner//NN|UTR|PLU|IND|NOM//nmod//10 är//VB|PRS|AKT//cop//16 ett//DT|NEU|SIN|IND//det//16 icke-statligt//JJ|POS|NEU|SIN|IND|NOM//amod//16 organ//NN|NEU|SIN|IND|NOM//parataxis//2 och//KN//cc//18 knutet//PC|PRF|NEU|SIN|IND|NOM//conj//16 till//PP//case//20 näringen//NN|UTR|SIN|DEF|NOM//obl//18 .//MAD//punct//16
6.5 Vissa jämförelser med Danmark och Nederländerna;Verksamheten//NN|UTR|SIN|DEF|NOM//nsubj:pass//23 bekostas//VB|PRS|SFO//parataxis//16 genom//PP//case//26 en//DT|UTR|SIN|IND//det//26 del//NN|UTR|SIN|IND|NOM//obl//23 av//PP//case//29 den//DT|UTR|SIN|DEF//det//29 avgift//NN|UTR|SIN|IND|NOM//nmod//26 på//PP//case//32 0,13//RG|NOM//nummod//32 %//NN|AN//nmod//29 av//PP//case//34 produktvärdet//NN|NEU|SIN|DEF|NOM//nmod//32 som//HP|-|-|-//obj//37 producenterna//NN|UTR|PLU|DEF|NOM//nsubj//37 betalar//VB|PRS|AKT//acl:relcl//29 till//PP//case//40 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//40 branschorganisationer//NN|UTR|PLU|IND|NOM//obl//37 ,//MID//punct//44 vilka//HP|UTR/NEU|PLU|IND//nsubj//44 sedan//AB//advmod//44 finansierar//VB|PRS|AKT//acl:relcl//40 KCB//PM|NOM//obj//44 .//MAD//punct//16
6.5 Vissa jämförelser med Danmark och Nederländerna;Egenkontroll//NN|UTR|SIN|IND|NOM//conj//16 tillämpas//VB|PRS|SFO//conj//2 inte//AB//advmod//48 .//MAD//punct//2
6.5 Vissa jämförelser med Danmark och Nederländerna;Kontroll//NN|UTR|SIN|IND|NOM//nsubj:pass//54 i//PP//case//53 detaljistledet//NN|NEU|SIN|DEF|NOM//nmod//51 utförs//VB|PRS|SFO//parataxis//2 av//PP//case//56 livsmedelsinspektörer//NN|UTR|PLU|IND|NOM//obl:agent//54 men//KN//cc//61 är//VB|PRS|AKT//cop//61 i//PP//case//60 praktiken//NN|UTR|SIN|DEF|NOM//obl//61 obefintlig//JJ|POS|UTR|SIN|IND|NOM//conj//54 eftersom//SN//mark//64 man//PN|UTR|SIN|IND|SUB//nsubj//64 anser//VB|PRS|AKT//advcl//61 att//SN//mark//67 produkterna//NN|UTR|PLU|DEF|NOM//nsubj:pass//67 kontrollerats//VB|SUP|SFO//ccomp//64 i//PP//mark//70 tidigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//70 led//NN|NEU|PLU|IND|NOM//advcl//67 .//MAD//punct//2
6.5 Vissa jämförelser med Danmark och Nederländerna;I//PP//case//2 tabell//NN|UTR|SIN|IND|NOM//nmod//2 6.10//RG|NOM//obl//3 åskådliggörs//VB|PRS|SFO//ROOT//3 omfattningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//3 av//PP//case//6 kvalitetskontroll//NN|UTR|SIN|IND|NOM//nmod//4 i//PP//case//8 Sverige//PM|NOM//nmod//4 ,//MID//punct//10 Danmark//PM|NOM//conj//8 och//KN//cc//12 Nederländerna//PM|NOM//conj//8 .//MAD//punct//3
6.5 Vissa jämförelser med Danmark och Nederländerna;4ABELL//MID//nummod//15 Omfattningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//3 av//PP//case//17 kvalitetskontroll//NN|UTR|SIN|IND|NOM//nmod//15 i//PP//case//19 Sverige//PM|NOM//nmod//17 ,//MID//punct//21 Danmark//PM|NOM//conj//19 och//KN//cc//23 Nederländerna//PM|NOM//conj//19 .//MAD//punct//3
6.5 Vissa jämförelser med Danmark och Nederländerna;Källa//NN|UTR|SIN|IND|NOM//ROOT//0 ://MID//punct//0
6.5 Vissa jämförelser med Danmark och Nederländerna;Statens//NN|UTR|SIN|DEF|GEN//nmod:poss//3 jordbruksverk//NN|NEU|SIN|IND|NOM//appos//0 .//MAD//punct//3
6.5 Vissa jämförelser med Danmark och Nederländerna;6.6.1.2//RG|NOM//nummod//7 Levande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//7 växter//NN|UTR|PLU|IND|NOM//conj//3 och//KN//cc//9 blomsterprodukter//NN|UTR|PLU|IND|NOM//conj//7
6.5 Vissa jämförelser med Danmark och Nederländerna;Marknaden//NN|UTR|SIN|DEF|NOM//nsubj//8 för//PP//case//3 levande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//3 växter//NN|UTR|PLU|IND|NOM//nmod//0 och//KN//cc//5 blomsterprodukter//NN|UTR|PLU|IND|NOM//conj//3 är//VB|PRS|AKT//cop//8 ett//DT|NEU|SIN|IND//det//8 område//NN|NEU|SIN|IND|NOM//ROOT//8 som//HP|-|-|-//nsubj//14 förhållandevis//AB//advmod//14 inte//AB//advmod//14 är//VB|PRS|AKT//cop//14 nämnvärt//AB|POS//advmod//14 reglerat//PC|PRF|NEU|SIN|IND|NOM//acl:relcl//8 inom//PP//case//16 EU//PM|NOM//obl//14 .//MAD//punct//8
6.5 Vissa jämförelser med Danmark och Nederländerna;År//NN|NEU|SIN|IND|NOM//nmod//19 1996//RG|NOM//obl//20 infördes//VB|PRT|SFO//parataxis//8 ett//DT|NEU|SIN|IND//det//22 marknadsföringsstöd//NN|NEU|SIN|IND|NOM//nsubj:pass//20 inom//PP//case//24 sektorn//NN|UTR|SIN|DEF|NOM//nmod//22 för//PP//case//27 levande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//27 växter//NN|UTR|PLU|IND|NOM//nmod//24 och//KN//cc//29 blomsterprodukter//NN|UTR|PLU|IND|NOM//conj//27 .//MAD//punct//20
6.5 Vissa jämförelser med Danmark och Nederländerna;Stödet//NN|NEU|SIN|DEF|NOM//nsubj//33 skall//VB|PRS|AKT//aux//33 främja//VB|INF|AKT//conj//8 konsumtionen//NN|UTR|SIN|DEF|NOM//obj//33 av//PP//case//36 blommor//NN|UTR|PLU|IND|NOM//nmod//34 inom//PP//case//40 och//KN//cc//39 utanför//PP//conj//37 EU//PM|NOM//obl//33 .//MAD//punct//33
6.5 Vissa jämförelser med Danmark och Nederländerna;För//PP//case//44 år//NN|NEU|SIN|IND|NOM//nmod//44 1997//RG|NOM//obl//45 fördelades//VB|PRT|SFO//conj//33 ca//AB|AN//advmod//47 15//RG|NOM//nummod//48 miljoner//NN|UTR|PLU|IND|NOM//nmod//49 ecu//NN|NEU|PLU|IND|NOM//nsubj:pass//45 till//PP//case//51 sektorn//NN|UTR|SIN|DEF|NOM//obl//45 .//MAD//punct//33
6.5 Vissa jämförelser med Danmark och Nederländerna;Sveriges//PM|GEN//nmod:poss//1 andel//NN|UTR|SIN|IND|NOM//nsubj//2 blev//VB|PRT|AKT//ROOT//2 193//RG|NOM//nummod//4 808//RG|NOM//nmod//5 ecu//NN|AN//xcomp//2 ,//MID//punct//8 vilket//HP|NEU|SIN|IND//nsubj//8 motsvarar//VB|PRS|AKT//acl:relcl//5 ca//AB|AN//advmod//10 1,7//RG|NOM//nummod//11 miljoner//NN|UTR|PLU|IND|NOM//nmod//12 kronor//NN|UTR|PLU|IND|NOM//obj//8 .//MAD//punct//2
6.5 Vissa jämförelser med Danmark och Nederländerna;Bl.a.//AB|AN//advmod//15 Blomsterfrämjandet//NN|NEU|SIN|DEF|NOM//nsubj//17 har//VB|PRS|AKT//aux//17 fått//VB|SUP|AKT//parataxis//2 medel//NN|NEU|SIN|IND|NOM//obj//17 till//PP//case//21 marknadsfrämjande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//21 program//NN|NEU|SIN|IND|NOM//nmod//18 som//HP|-|-|-//nsubj:pass//25 kommer//VB|PRS|AKT//aux//25 att//IE//mark//25 utföras//VB|INF|SFO//acl:relcl//21 under//PP//case//28 år//NN|NEU|SIN|IND|NOM//nmod//28 1997//RG|NOM//obl//25 .//MAD//punct//17
6.5 Vissa jämförelser med Danmark och Nederländerna;-ERV¤RDESKATT//RG|NOM//punct//2 P¥//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nmod//32 PRYDNADSV¤XTER//NN|UTR|PLU|IND|NOM//xcomp//2
6.5 Vissa jämförelser med Danmark och Nederländerna;Inom//PP//case//1 EU//PM|NOM//obl//2 tillämpas//VB|PRS|SFO//advcl//52 olika//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//4 mervärdeskatt//NN|UTR|SIN|IND|NOM//nsubj:pass//2 på//PP//case//6 prydnadsväxter//NN|UTR|PLU|IND|NOM//obl//2 .//MAD//punct//2
6.5 Vissa jämförelser med Danmark och Nederländerna;Hög//JJ|POS|UTR|SIN|IND|NOM//amod//9 procentsats//NN|UTR|SIN|IND|NOM//nsubj:pass//10 tillämpas//VB|PRS|SFO//parataxis//2 av//PP//case//12 Danmark//PM|NOM//obl:agent//10 ,//MID//punct//14 Finland//PM|NOM//conj//12 ,//MID//punct//16 Storbritannien//PM|NOM//conj//12 och//KN//cc//18 Sverige//PM|NOM//conj//12 .//MAD//punct//2
6.5 Vissa jämförelser med Danmark och Nederländerna;Övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//21 länder//NN|NEU|PLU|IND|NOM//nsubj//22 har//VB|PRS|AKT//parataxis//2 låg//JJ|POS|UTR|SIN|IND|NOM//amod//24 mervärdeskatt//NN|UTR|SIN|IND|NOM//obj//22 ,//MID//punct//22 t.ex.//AB|AN//advmod//27 har//VB|PRS|AKT//parataxis//2 Nederländerna//PM|NOM//nsubj//27 6//RG|NOM//nummod//30 %//NN|AN//obj//27 ,//MID//punct//27 Belgien//PM|NOM//conj//27 6//RG|NOM//nummod//34 %//NN|AN//obj//27 ,//MID//punct//36 Frankrike//PM|NOM//appos//34 5,5//RG|NOM//nummod//38 %//NN|AN//conj//34 och//KN//cc//40 Spanien//PM|NOM//conj//38 och//KN//cc//42 Tyskland//PM|NOM//conj//38 har//VB|PRS|AKT//conj//2 7//RG|NOM//nummod//45 %//NN|AN//obj//43 .//MAD//punct//2
6.5 Vissa jämförelser med Danmark och Nederländerna;Nyligen//AB//advmod//2 har//VB|PRS|AKT//aux//52 Irland//PM|NOM//obj//48 och//KN//cc//51 Belgien//PM|NOM//conj//49 beslutat//VB|SUP|AKT//ROOT//52 att//IE//mark//54 genomföra//VB|INF|AKT//xcomp//52 en//DT|UTR|SIN|IND//det//56 minskning//NN|UTR|SIN|IND|NOM//obj//54 av//PP//case//58 mervärdeskatten//NN|UTR|SIN|DEF|NOM//nmod//56 på//PP//case//60 prydnadsväxter//NN|UTR|PLU|IND|NOM//nmod//58 .//MAD//punct//52
6.5 Vissa jämförelser med Danmark och Nederländerna;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//63 görs//VB|PRS|SFO//parataxis//52 i//PP//advmod//63 första//RO|NOM//fixed//64 hand//NN|UTR|SIN|IND|NOM//fixed//64 för//PP//mark//69 att//IE//mark//69 reducera//VB|INF|AKT//advcl//63 skattefusk//NN|NEU|SIN|IND|NOM//obj//69 i//PP//case//72 handeln//NN|UTR|SIN|DEF|NOM//obl//69 mellan//PP//case//74 länderna//NN|NEU|PLU|DEF|NOM//nmod//72 .//MAD//punct//63
