Till statsrådet Lars-Erik Lövdén ;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 beslutade//VB|PRT|AKT//ROOT//1 den//DT|UTR|SIN|DEF//det//4 11//RG|NOM//nummod//4 november//NN|UTR|SIN|IND|NOM//obj//1 1999//RG|NOM//nummod//4 att//IE//mark//7 tillkalla//VB|INF|AKT//acl//4 en//DT|UTR|SIN|IND//det//10 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//10 utredare//NN|UTR|SIN|IND|NOM//obj//7 med//PP//case//12 uppdrag//NN|NEU|SIN|IND|NOM//obl//7 att//IE//mark//14 föreslå//VB|INF|AKT//acl//4 permanenta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 regler//NN|UTR|PLU|IND|NOM//obj//14 för//PP//case//19 kooperativ//NN|NEU|SIN|IND|NOM//amod//19 hyresrätt//NN|UTR|SIN|IND|NOM//obl//14 .//MAD//punct//1
2 Allmänna överväganden;De//PN|UTR/NEU|PLU|DEF|SUB//nsubj:pass//74 infördes//VB|PRT|SFO//parataxis//44 i//PP//case//78 hyreslagen//NN|UTR|SIN|DEF|NOM//fixed//75 år//NN|NEU|SIN|IND|NOM//nmod//78 1997//RG|NOM//obl//74 .//MAD//punct//6
2 Allmänna överväganden;Säkerligen//AB//advmod//20 är//VB|PRS|AKT//cop//0 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//0 så//AB//mark//17 att//SN//fixed//3 möjligheterna//NN|UTR|PLU|DEF|NOM//nsubj//17 att//IE//mark//7 öka//VB|INF|AKT//acl//5 boinflytandet//NN|NEU|SIN|DEF|NOM//obj//7 inom//PP//case//13 ramen//NN|UTR|SIN|DEF|NOM//fixed//9 för//PP//fixed//9 vanlig//JJ|POS|UTR|SIN|IND|NOM//amod//13 hyresrätt//NN|UTR|SIN|IND|NOM//obl//7 inte//AB//advmod//7 heller//AB//advmod//7 är//VB|PRS|AKT//cop//17 uttömda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//csubj//0 .//MAD//punct//0
2 Allmänna överväganden;Tvärtom//AB//advmod//20 finns//VB|PRS|SFO//ROOT//20 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//20 i//PP//advmod//20 dag//NN|UTR|SIN|IND|NOM//fixed//22 tankar//NN|UTR|PLU|IND|NOM//obl//20 om//PP//case//24 och//KN//cc//27 pågår//VB|PRS|AKT//conj//20 det//DT|NEU|SIN|DEF//det//29 arbete//NN|NEU|SIN|IND|NOM//nsubj//27 i//PP//case//32 dessa//DT|UTR/NEU|PLU|DEF//det//32 frågor//NN|UTR|PLU|IND|NOM//obl//27 .//MAD//punct//20
2 Allmänna överväganden;Nämnas//VB|INF|SFO//parataxis//20 kan//VB|PRS|AKT//aux//57 att//SN//mark//57 Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//57 om//PP//case//39 allmännyttan//NN|UTR|SIN|DEF|NOM//nmod//37 och//KN//cc//41 bruksvärdet//NN|NEU|SIN|DEF|NOM//conj//39 i//PP//case//44 sitt//PS|NEU|SIN|DEF//nmod:poss//44 betänkande//NN|NEU|SIN|IND|NOM//nmod//41 På//PP//case//48 de//DT|UTR/NEU|PLU|DEF//det//47 boendes//NN|UTR|PLU|IND|GEN//nmod:poss//48 villkor//NN|NEU|PLU|IND|NOM//nmod//41 –//RG|NOM//punct//50 allmännyttan//NN|UTR|SIN|DEF|NOM//nmod//37 på//PP//case//52 2000-talet//NN|NEU|SIN|DEF|NOM//nmod//50 (//PAD//punct//50 SOU//PM|NOM//nmod//55 1999:148//RG|NOM//nmod//50 )//PAD//punct//37 diskuterade//VB|PRT|AKT//conj//20 bl.a.//AB|AN//advmod//57 möjligheterna//NN|UTR|PLU|DEF|NOM//obj//57 att//IE//mark//61 öka//VB|INF|AKT//acl//59 hyresgästinflytandet//NN|NEU|SIN|DEF|NOM//obj//61 inom//PP//case//65 allmännyttans//NN|UTR|SIN|DEF|GEN//nmod:poss//65 bostadsbestånd//NN|NEU|SIN|IND|NOM//obl//61 .//MID//punct//57
2 Allmänna överväganden;De//DT|UTR/NEU|PLU|DEF//det//68 linjer//NN|UTR|PLU|IND|NOM//nsubj//77 som//HP|-|-|-//nsubj:pass//70 drogs//VB|PRT|SFO//acl:relcl//68 upp//PL//compound:prt//70 i//PP//case//74 det//DT|NEU|SIN|DEF//det//74 betänkandet//NN|NEU|SIN|DEF|NOM//obl//70 är//VB|PRS|AKT//cop//77 nu//AB//advmod//77 föremål//NN|NEU|SIN|IND|NOM//parataxis//57 för//PP//case//80 vidare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//80 beredning//NN|UTR|SIN|IND|NOM//obl//77 .//MAD//punct//20
2 Allmänna överväganden;Den//DT|UTR|SIN|DEF//det//2 nämnda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//2 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//3 skilde//VB|PRT|AKT//ROOT//3 mellan//PP//case//5 inflytande//NN|NEU|SIN|IND|NOM//obl//3 och//KN//cc//7 makt//NN|UTR|SIN|IND|NOM//conj//5 .//MAD//punct//3
2 Allmänna överväganden;Att//IE//mark//10 ha//VB|INF|AKT//advcl//3 inflytande//NN|NEU|SIN|IND|NOM//obj//10 menade//VB|PRT|AKT//conj//3 man//PN|UTR|SIN|IND|SUB//nsubj//12 är//VB|PRS|AKT//cop//3 att//IE//mark//16 vara//VB|INF|AKT//csubj//3 med//PL//compound:prt//16 och//KN//cc//19 påverka//VB|INF|AKT//conj//16 boendet//NN|NEU|SIN|DEF|NOM//obj//19 på//PP//case//23 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//23 sätt//NN|NEU|PLU|IND|NOM//obl//19 .//MAD//punct//3
2 Allmänna överväganden;Men//KN//cc//28 per//PP//case//27 definition//NN|UTR|SIN|IND|NOM//obl//28 innebär//VB|PRS|AKT//conj//3 inflytande//NN|NEU|SIN|IND|NOM//obj//28 att//SN//mark//35 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//35 alltid//AB//advmod//35 är//VB|PRS|AKT//cop//35 någon//DT|UTR|SIN|IND//det//35 annan//JJ|POS|UTR|SIN|IND|NOM//ccomp//28 som//HP|-|-|-//nsubj//37 fattar//VB|PRS|AKT//acl:relcl//35 beslutet//NN|NEU|SIN|DEF|NOM//obj//37 .//MAD//punct//28
2 Allmänna överväganden;Typexemplet//NN|NEU|SIN|DEF|NOM//nsubj//51 på//PP//case//42 den//PN|UTR|SIN|DEF|SUB/OBJ//nmod//40 som//HP|-|-|-//nsubj//45 också//AB//advmod//45 har//VB|PRS|AKT//acl:relcl//42 makt//NN|UTR|SIN|IND|NOM//obj//45 över//PP//case//49 sitt//PS|NEU|SIN|DEF//nmod:poss//49 boende//NN|NEU|SIN|IND|NOM//nmod//46 är//VB|PRS|AKT//cop//51 den//PN|UTR|SIN|DEF|SUB/OBJ//parataxis//28 som//HP|-|-|-//nsubj//53 äger//VB|PRS|AKT//acl:relcl//51 sitt//PS|NEU|SIN|DEF//nmod:poss//55 hus//NN|NEU|SIN|IND|NOM//obj//53 .//MAD//punct//3
2 Allmänna överväganden;Den//DT|UTR|SIN|DEF//det//1 form//NN|UTR|SIN|IND|NOM//nsubj:pass//12 av//PP//case//4 kooperativ//JJ|POS|UTR|SIN|IND|NOM//amod//4 hyresrätt//NN|UTR|SIN|IND|NOM//nmod//1 som//HP|-|-|-//obl//10 vi//PN|UTR|PLU|DEF|SUB//nsubj//10 har//VB|PRS|AKT//aux//10 att//IE//mark//10 närmare//AB|KOM//advmod//10 överväga//VB|INF|AKT//acl:relcl//1 skall//VB|PRS|AKT//aux//12 drivas//VB|INF|SFO//ROOT//12 inom//PP//case//17 ramen//NN|UTR|SIN|DEF|NOM//fixed//13 för//PP//fixed//13 en//DT|UTR|SIN|IND//det//17 förening//NN|UTR|SIN|IND|NOM//obl//12 .//MAD//punct//12
2 Allmänna överväganden;I//PP//case//21 en//DT|UTR|SIN|IND//det//21 förening//NN|UTR|SIN|IND|NOM//obl//24 är//VB|PRS|AKT//cop//24 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//24 medlemmarna//NN|UTR|PLU|DEF|NOM//parataxis//12 som//HP|-|-|-//nsubj//26 har//VB|PRS|AKT//acl:cleft//24 makten//NN|UTR|SIN|DEF|NOM//obj//26 .//MAD//punct//12
2 Allmänna överväganden;Och//KN//cc//38 när//HA//mark//32 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//32 gäller//VB|PRS|AKT//advcl//38 kooperativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//34 hyresrättsföreningar//NN|UTR|PLU|IND|NOM//obj//32 kommer//VB|PRS|AKT//aux//38 föreningens//NN|UTR|SIN|DEF|GEN//nmod:poss//37 ledning//NN|UTR|SIN|IND|NOM//nsubj//38 regelmässigt//AB|POS//conj//12 att//IE//mark//40 bestå//VB|INF|AKT//acl//38 av//PP//case//42 boende//NN|UTR|PLU|IND|NOM//obl//40 eller//KN//cc//45 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//45 medlemmar//NN|UTR|PLU|IND|NOM//conj//42 .//MAD//punct//12
2 Allmänna överväganden;Kooperativ//JJ|POS|UTR|SIN|IND|NOM//amod//1 hyresrätt//NN|UTR|SIN|IND|NOM//nsubj//2 innebär//VB|PRS|AKT//ROOT//2 således//AB//advmod//2 att//SN//mark//6 man//PN|UTR|SIN|IND|SUB//nsubj//6 utvecklar//VB|PRS|AKT//ccomp//2 tanken//NN|UTR|SIN|DEF|NOM//obj//6 om//PP//case//9 boinflytande//NN|NEU|SIN|IND|NOM//nmod//7 till//PP//mark//12 att//IE//mark//12 ge//VB|INF|AKT//advcl//6 de//DT|UTR/NEU|PLU|DEF//det//15 boende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//15 möjlighet//NN|UTR|SIN|IND|NOM//obj//12 att//IE//mark//17 bestämma//VB|INF|AKT//acl//15 .//MAD//punct//2
2 Allmänna överväganden;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//20 är//VB|PRS|AKT//parataxis//2 inte//AB//advmod//20 bara//AB//advmod//20 så//AB//mark//29 att//SN//fixed//23 de//DT|UTR/NEU|PLU|DEF//det//26 boende//NN|UTR|PLU|IND|NOM//nsubj//29 kommer//VB|PRS|AKT//aux//29 att//IE//mark//29 ha//VB|INF|AKT//advcl//20 möjlighet//NN|UTR|SIN|IND|NOM//obj//29 att//IE//mark//32 göra//VB|INF|AKT//acl//30 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//34 val//NN|NEU|PLU|IND|NOM//obj//32 eller//KN//cc//37 att//IE//mark//37 framföra//VB|INF|AKT//conj//32 önskemål//NN|NEU|PLU|IND|NOM//obj//37 .//MAD//punct//20
2 Allmänna överväganden;De//PN|UTR/NEU|PLU|DEF|SUB//nsubj//41 bestämmer//VB|PRS|AKT//parataxis//20 själva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//advmod//41 över//PP//case//45 sitt//PS|NEU|SIN|DEF//nmod:poss//45 boende//NN|NEU|SIN|IND|NOM//obl//41 .//MAD//punct//41
2 Allmänna överväganden;Framhållas//PM|NOM//conj//41 bör//VB|PRS|AKT//aux//53 då//AB//mark//53 att//SN//mark//53 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//53 också//AB//advmod//53 får//VB|PRS|AKT//conj//41 ansvaret//NN|NEU|SIN|DEF|NOM//obj//53 för//PP//case//57 sitt//PS|NEU|SIN|DEF//nmod:poss//57 boende//NN|NEU|SIN|IND|NOM//obl//53 .//MAD//punct//41
2 Allmänna överväganden;Och//KN//cc//61 naturligtvis//AB//advmod//61 kommer//VB|PRS|AKT//conj//41 de//DT|UTR/NEU|PLU|DEF//det//63 boende//NN|UTR|PLU|IND|NOM//nsubj//61 ofta//AB|POS//advmod//61 att//IE//mark//70 i//PP//case//68 olika//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//68 utsträckning//NN|UTR|SIN|IND|NOM//obl//70 vara//VB|INF|AKT//cop//70 engagerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//advcl//61 i//PP//case//72 föreningen//NN|UTR|SIN|DEF|NOM//obl//70 och//KN//cc//75 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//75 arbete//NN|NEU|SIN|IND|NOM//conj//72 .//MAD//punct//41
2 Allmänna överväganden;Vissa//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//82 kommer//VB|PRS|AKT//aux//82 att//IE//mark//82 vara//VB|INF|AKT//cop//82 mer//AB|KOM//advmod//82 engagerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//41 än//KN//case//84 andra//PN|UTR/NEU|PLU|IND|SUB/OBJ//obl//82 .//MAD//punct//2
2 Allmänna överväganden;Vi//PN|UTR|PLU|DEF|SUB//nsubj//1 anser//VB|PRS|AKT//ROOT//1 att//SN//mark//5 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//5 är//VB|PRS|AKT//cop//5 rimligt//JJ|POS|NEU|SIN|IND|NOM//ccomp//1 att//IE//mark//7 förvänta//VB|INF|AKT//csubj//5 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//iobj//7 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 positiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 effekter//NN|UTR|PLU|IND|NOM//obj//7 av//PP//case//14 det//DT|NEU|SIN|DEF//det//14 engagemang//NN|NEU|SIN|IND|NOM//nmod//11 som//HP|-|-|-//obj//17 boendeformen//NN|UTR|SIN|DEF|NOM//nsubj//17 förutsätter//VB|PRS|AKT//acl:relcl//14 .//MAD//punct//1
2 Allmänna överväganden;Förutsättningarna//NN|UTR|PLU|DEF|NOM//nsubj//21 är//VB|PRS|AKT//cop//21 goda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//parataxis//1 för//PP//case//25 en//DT|UTR|SIN|IND//det//25 stärkt//PC|PRF|UTR|SIN|IND|NOM//amod//25 gemenskap//NN|UTR|SIN|IND|NOM//obl//21 mellan//PP//case//28 de//DT|UTR/NEU|PLU|DEF//det//28 boende//NN|UTR|PLU|IND|NOM//nmod//25 .//MAD//punct//21
2 Allmänna överväganden;Dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nsubj//31 har//VB|PRS|AKT//conj//21 all//DT|UTR|SIN|IND/DEF//det//33 möjlighet//NN|UTR|SIN|IND|NOM//obj//31 att//IE//mark//35 påverka//VB|INF|AKT//acl//33 kostnader//NN|UTR|PLU|IND|NOM//obj//35 genom//PP//case//39 sitt//PS|NEU|SIN|DEF//nmod:poss//39 inflytande//NN|NEU|SIN|IND|NOM//obl//35 och//KN//cc//43 genom//PP//mark//43 att//IE//mark//43 delta//VB|INF|AKT//conj//35 i//PP//case//45 förvaltningsarbetet//NN|NEU|SIN|DEF|NOM//obl//43 .//MAD//punct//31
2 Allmänna överväganden;Både//KN//cc//48 gemenskapen//NN|UTR|SIN|DEF|NOM//nsubj//51 och//KN//cc//50 delaktigheten//NN|UTR|SIN|DEF|NOM//conj//48 ger//VB|PRS|AKT//conj//31 goda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//53 förutsättningar//NN|UTR|PLU|IND|NOM//obj//51 för//PP//case//56 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//56 aktsamhet//NN|UTR|SIN|IND|NOM//obl//51 än//KN//mark//58 normalt//AB|POS//acl//56 .//MAD//punct//31
2 Allmänna överväganden;Möjligheterna//NN|UTR|PLU|DEF|NOM//nsubj//63 är//VB|PRS|AKT//cop//63 därigenom//AB//advmod//63 goda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//parataxis//31 att//IE//mark//65 hålla//VB|INF|AKT//acl//63 nere//PL//advmod//65 boendekostnaderna//NN|UTR|PLU|DEF|NOM//obj//65 .//MAD//punct//63
2 Allmänna överväganden;Det//DT|NEU|SIN|DEF//det//70 sagda//PC|PRF|UTR/NEU|SIN|DEF|NOM//nsubj//72 kan//VB|PRS|AKT//aux//72 framstå//VB|INF|AKT//parataxis//63 som//KN//case//75 fromma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nmod:poss//75 förhoppningar//NN|UTR|PLU|IND|NOM//obl//72 .//MAD//punct//63
2 Allmänna överväganden;Men//KN//cc//90 de//DT|UTR/NEU|PLU|DEF//det//79 erfarenheter//NN|UTR|PLU|IND|NOM//nsubj//90 som//HP|-|-|-//nsubj//81 finns//VB|PRS|SFO//acl:relcl//79 främst//AB|SUV//advmod//81 inom//PP//case//84 SKB//PM|NOM//obl//81 och//KN//cc//86 Riksbyggen//PM|NOM//conj//84 av//PP//case//89 kooperativ//JJ|POS|UTR|SIN|IND|NOM//amod//89 hyresrätt//NN|UTR|SIN|IND|NOM//nmod//86 utgör//VB|PRS|AKT//conj//63 stöd//NN|NEU|SIN|IND|NOM//obj//90 för//PP//mark//96 att//SN//mark//96 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//96 verkligen//AB//advmod//96 förhåller//VB|PRS|AKT//advcl//90 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//96 på//PP//case//100 detta//DT|NEU|SIN|DEF//det//100 vis//NN|NEU|SIN|IND|NOM//obl//96 .//MAD//punct//63
2 Allmänna överväganden;Kooperativ//JJ|POS|UTR|SIN|IND|NOM//amod//1 hyresrätt//NN|UTR|SIN|IND|NOM//nsubj//5 kan//VB|PRS|AKT//aux//5 vara//VB|INF|AKT//cop//5 ett//DT|NEU|SIN|IND//det//5 alternativ//NN|NEU|SIN|IND|NOM//ROOT//5 när//HA//mark//8 man//PN|UTR|SIN|IND|SUB//nsubj//8 funderar//VB|PRS|AKT//advcl//5 över//PP//mark//11 att//IE//mark//11 utveckla//VB|INF|AKT//advcl//8 de//DT|UTR/NEU|PLU|DEF//det//14 allmännyttiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//14 bostadsföretagen//NN|NEU|PLU|DEF|NOM//obj//11 .//MAD//punct//5
2 Allmänna överväganden;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//17 framhålls//VB|PRS|SFO//parataxis//5 i//PP//case//20 våra//PS|UTR/NEU|PLU|DEF//nmod:poss//20 direktiv//NN|NEU|PLU|IND|NOM//obl//17 .//MAD//punct//17
2 Allmänna överväganden;Och//KN//cc//24 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//24 framhölls//VB|PRT|SFO//conj//17 av//PP//case//29 den//DT|UTR|SIN|DEF//det//29 tidigare//AB|KOM//advmod//28 nämnda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//29 Utredningen//NN|UTR|SIN|DEF|NOM//obl:agent//24 om//PP//case//31 allmännyttan//NN|UTR|SIN|DEF|NOM//nmod//29 och//KN//cc//33 bruksvärdet//NN|NEU|SIN|DEF|NOM//conj//31 ,//MID//punct//29 vars//HS|DEF//nmod:poss//36 tankar//NN|UTR|PLU|IND|NOM//nsubj//24 nu//AB//advmod//24 vidare//AB|KOM//advmod//24 övervägas//VB|INF|SFO//xcomp//24 av//PP//case//41 Kommittén//NN|UTR|SIN|DEF|NOM//obl:agent//39 för//PP//case//44 allmännyttiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//44 bostadsföretag//NN|NEU|PLU|IND|NOM//nmod//41 och//KN//cc//47 boendesocial//JJ|POS|UTR|SIN|IND|NOM//amod//47 utveckling//NN|UTR|SIN|IND|NOM//conj//44 (//PAD//punct//24 Fi//PM|NOM//appos//24 2000:01//RG|NOM//obj//49 )//PAD//punct//24 .//MAD//punct//5
2 Allmänna överväganden;Vi//PN|UTR|PLU|DEF|SUB//nsubj//54 delar//VB|PRS|AKT//parataxis//5 den//DT|UTR|SIN|DEF//det//56 uppfattningen//NN|UTR|SIN|DEF|NOM//obj//54 .//MAD//punct//54
2 Allmänna överväganden;Att//IE//mark//60 kunna//VB|INF|AKT//aux//60 erbjuda//VB|INF|AKT//csubj//71 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//62 alternativ//NN|NEU|PLU|IND|NOM//obj//60 för//PP//case//64 boende//NN|UTR|PLU|IND|NOM//obl//60 i//PP//case//67 allmännyttiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//67 bostäder//NN|UTR|PLU|IND|NOM//nmod//64 bör//VB|PRS|AKT//aux//71 vara//VB|INF|AKT//cop//71 ett//DT|NEU|SIN|IND//det//71 sätt//NN|NEU|SIN|IND|NOM//obj//54 att//IE//mark//73 höja//VB|INF|AKT//acl//71 attraktionskraften//NN|UTR|SIN|DEF|NOM//obj//73 och//KN//cc//77 att//IE//mark//77 tillfredsställa//VB|INF|AKT//conj//73 önskemål//NN|NEU|PLU|IND|NOM//obj//77 från//PP//case//81 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//81 grupper//NN|UTR|PLU|IND|NOM//nmod//78 av//PP//case//83 hyresgäster//NN|UTR|PLU|IND|NOM//nmod//81 .//MAD//punct//54
2 Allmänna överväganden;Men//KN//cc//19 oavsett//AB|POS//mark//4 om//SN//mark//4 man//PN|UTR|SIN|IND|SUB//nsubj//4 talar//VB|PRS|AKT//advcl//19 om//PP//mark//7 att//IE//mark//7 utveckla//VB|INF|AKT//advcl//4 allmännyttiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//9 bostadsföretag//NN|NEU|PLU|IND|NOM//obj//7 eller//KN//cc//13 om//PP//case//13 kooperativ//NN|NEU|SIN|IND|NOM//amod//13 hyresrätt//NN|UTR|SIN|IND|NOM//conj//9 i//PP//case//16 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 sammanhang//NN|NEU|PLU|IND|NOM//nmod//13 är//VB|PRS|AKT//cop//19 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//19 viktigt//JJ|POS|NEU|SIN|IND|NOM//ROOT//19 att//IE//mark//21 komma//VB|INF|AKT//csubj//19 ihåg//PL//compound:prt//21 att//SN//mark//25 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//25 finns//VB|PRS|SFO//ccomp//21 –//RG|NOM//punct//25 och//KN//cc//33 också//AB//advmod//30 i//PP//case//30 framtiden//NN|UTR|SIN|DEF|NOM//obl//33 kommer//VB|PRS|AKT//aux//33 att//IE//mark//33 finnas//VB|INF|SFO//conj//25 –//RG|NOM//punct//35 hyresgäster//NN|UTR|PLU|IND|NOM//appos//19 som//HP|-|-|-//nsubj//37 väljer//VB|PRS|AKT//acl:relcl//35 hyresrätt//NN|UTR|SIN|IND|NOM//obj//37 för//PP//mark//41 att//IE//mark//41 slippa//VB|INF|AKT//advcl//37 engagera//VB|INF|AKT//xcomp//41 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//42 .//MAD//punct//35
2 Allmänna överväganden;Kooperativ//JJ|POS|UTR|SIN|IND|NOM//amod//46 hyresrätt//NN|UTR|SIN|IND|NOM//nsubj//53 kommer//VB|PRS|AKT//aux//53 inte//AB//advmod//53 att//IE//mark//53 vara//VB|INF|AKT//cop//53 ett//DT|NEU|SIN|IND//det//53 attraktivt//JJ|POS|NEU|SIN|IND|NOM//amod//53 alternativ//NN|NEU|SIN|IND|NOM//parataxis//35 för//PP//case//55 alla//PN|UTR/NEU|PLU|IND|SUB/OBJ//obl//53 ,//MID//punct//35 och//KN//cc//63 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//63 inte//AB//advmod//63 ens//AB//advmod//62 om//SN//case//62 utsikter//NN|UTR|PLU|IND|NOM//obl//63 finns//VB|PRS|SFO//conj//19 till//PP//case//66 lägre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//66 boendekostnader//NN|UTR|PLU|IND|NOM//obl//63 .//MAD//punct//19
2 Allmänna överväganden;Upplåtelseformen//NN|UTR|SIN|DEF|NOM//appos//19 kommer//VB|PRS|AKT//aux//73 i//PP//advmod//73 stället//NN|NEU|SIN|DEF|NOM//fixed//70 att//IE//mark//73 utgöra//VB|INF|AKT//conj//19 ett//DT|NEU|SIN|IND//det//75 alternativ//NN|NEU|SIN|IND|NOM//obj//73 bland//PP//case//77 andra//PN|UTR/NEU|PLU|IND|SUB/OBJ//obl//73 .//MAD//punct//19
2 Allmänna överväganden;Det//DT|NEU|SIN|DEF//expl//82 sistnämnda//PC|PRF|UTR/NEU|SIN|DEF|NOM//nsubj//82 är//VB|PRS|AKT//cop//82 viktigt//JJ|POS|NEU|SIN|IND|NOM//parataxis//19 att//IE//mark//84 markera//VB|INF|AKT//csubj//82 .//MAD//punct//82
2 Allmänna överväganden;Kooperativ//JJ|POS|UTR|SIN|IND|NOM//amod//87 hyresrätt//NN|UTR|SIN|IND|NOM//nsubj//90 är//VB|PRS|AKT//cop//90 ett//DT|NEU|SIN|IND//det//90 komplement//NN|NEU|SIN|IND|NOM//parataxis//82 till//PP//case//99 redan//AB//advmod//93 befintliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//99 och//KN//cc//95 eventuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//93 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//93 ,//MID//punct//98 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//99 alternativ//NN|NEU|PLU|IND|NOM//obl//90 .//MAD//punct//82
2 Allmänna överväganden;Meningen//NN|UTR|SIN|DEF|NOM//appos//82 är//VB|PRS|AKT//cop//101 inte//AB//advmod//101 att//SN//mark//109 någon//DT|UTR|SIN|IND//det//107 befintlig//JJ|POS|UTR|SIN|IND|NOM//amod//107 upplåtelseform//NN|UTR|SIN|IND|NOM//nsubj:pass//109 skall//VB|PRS|AKT//aux//109 slopas//VB|INF|SFO//ccomp//101 .//MAD//punct//82
2 Allmänna överväganden;Den//DT|UTR|SIN|DEF//det//113 kooperativa//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//113 hyresrättens//NN|UTR|SIN|DEF|GEN//nmod:poss//114 framtid//NN|UTR|SIN|IND|NOM//nsubj:pass//115 avgörs//VB|PRS|SFO//parataxis//82 av//PP//mark//120 hur//HA//advmod//118 attraktiv//JJ|POS|UTR|SIN|IND|NOM//amod//119 upplåtelseformen//NN|UTR|SIN|DEF|NOM//nsubj:pass//120 jämförd//PC|PRF|UTR|SIN|IND|NOM//obl:agent//115 med//PP//case//122 andra//PN|UTR/NEU|PLU|IND|SUB/OBJ//obl//120 kommer//VB|PRS|AKT//aux//125 att//IE//mark//125 anses//VB|INF|SFO//conj//82 bland//PP//case//127 aktörerna//NN|UTR|PLU|DEF|NOM//obl//125 .//MAD//punct//19
